"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"219","Cervus elaphus","Animalia","Mammalia","Artiodactyla","2767","Cervus elaphus","Cervidae","accepted name","Cervus","Cervidae"
"220","Alces alces","Animalia","Mammalia","Artiodactyla","2767","Alces alces","Cervidae","accepted name","Alces","Cervidae"
"221","Cervus nippon","Animalia","Mammalia","Artiodactyla","4177","Cervus nippon","Cervidae","accepted name","Cervus","Cervus nippon"
"222","Odocoileus hemionus","Animalia","Mammalia","Artiodactyla","770","Odocoileus hemionus","Cervidae","accepted name","Odocoileus","Odocoileus"
"223","Odocoileus virginianus","Animalia","Mammalia","Artiodactyla","770","Odocoileus virginianus","Cervidae","accepted name","Odocoileus","Odocoileus"
"224","Odocoileus virginianus","Animalia","Mammalia","Artiodactyla","4116","Odocoileus virginianus","Cervidae","accepted name","Odocoileus","Odocoileus virginianus"
"225","Odocoileus virginianus","Animalia","Mammalia","Artiodactyla","1600","Odocoileus virginianus","Cervidae","accepted name","Odocoileus","Artiodactyla"
"226","Pecari tajacu","Animalia","Mammalia","Artiodactyla","1600","Pecari tajacu","Tayassuidae","accepted name","Pecari","Artiodactyla"
"227","Rangifer tarandus","Animalia","Mammalia","Artiodactyla","1306","Rangifer tarandus","Cervidae","accepted name","Rangifer","Rangifer tarandus"
"228","Alces alces","Animalia","Mammalia","Artiodactyla","2744","Alces alces","Cervidae","accepted name","Alces","Alces alces"
"229","Alces alces","Animalia","Mammalia","Artiodactyla","2746","Alces alces","Cervidae","accepted name","Alces","Alces alces"
"230","Alces alces","Animalia","Mammalia","Artiodactyla","2745","Alces alces","Cervidae","accepted name","Alces","Alces alces"
"231","Alces alces","Animalia","Mammalia","Artiodactyla","2749","Alces alces","Cervidae","accepted name","Alces","Alces alces"
"232","Bison bison","Animalia","Mammalia","Artiodactyla","763","Bison bison","Bovidae","accepted name","Bison","Bison bison"
"233","Bison bison","Animalia","Mammalia","Artiodactyla","739","Bison bison","Bovidae","accepted name","Bison","Bison bison"
"234","Bison bison","Animalia","Mammalia","Artiodactyla","3768","Bison bison","Bovidae","accepted name","Bison","Bison bison"
"235","Ovibos moschatus","Animalia","Mammalia","Artiodactyla","2436","Ovibos moschatus","Bovidae","accepted name","Ovibos","Ovibos moschatus"
"236","Sus scrofa","Animalia","Mammalia","Artiodactyla","2930","Sus scrofa","Suidae","accepted name","Sus","Artiodactyla"
"237","Capreolus capreolus","Animalia","Mammalia","Artiodactyla","2930","Capreolus capreolus","Cervidae","accepted name","Capreolus","Artiodactyla"
"238","Sus scrofa","Animalia","Mammalia","Artiodactyla","1707","Sus scrofa","Suidae","accepted name","Sus","Sus"
"239","Sus scrofa","Animalia","Mammalia","Artiodactyla","1707","S. scrofa","Suidae","accepted name","Sus","Sus"
"240","Sus scrofa","Animalia","Mammalia","Artiodactyla","2350","Sus scrofa","Suidae","accepted name","Sus","Artiodactyla"
"241","Muntiacus muntjak","Animalia","Mammalia","Artiodactyla","2350","Muntiacus muntjak","Cervidae","accepted name","Muntiacus","Artiodactyla"
"242","Sus scrofa","Animalia","Mammalia","Artiodactyla","1885","Sus scrofa","Suidae","accepted name","Sus","Mammalia"
"243","Panthera pardus","Animalia","Mammalia","Carnivora","1885","Panthera pardus","Felidae","accepted name","Panthera","Mammalia"
"244","Panthera tigris","Animalia","Mammalia","Carnivora","1885","Panthera tigris","Felidae","accepted name","Panthera","Mammalia"
"245","Axis axis","Animalia","Mammalia","Artiodactyla","1885","Axis axis","Cervidae","accepted name","Axis","Mammalia"
"246","Axis porcinus","Animalia","Mammalia","Artiodactyla","1885","Axis porcinus","Cervidae","accepted name","Axis","Mammalia"
"247","Sus scrofa","Animalia","Mammalia","Artiodactyla","1463","Sus scrofa","Suidae","accepted name","Sus","Sus scrofa"
"248","Panthera leo","Animalia","Mammalia","Carnivora","2845","Panthera leo","Felidae","accepted name","Panthera","Carnivora"
"249","Acinonyx jubatus","Animalia","Mammalia","Carnivora","2845","Acinonyx jubatus","Felidae","accepted name","Acinonyx","Carnivora"
"250","Canis aureus","Animalia","Mammalia","Carnivora","2845","Canis aureus","Canidae","accepted name","Canis","Carnivora"
"251","Canis mesomelas","Animalia","Mammalia","Carnivora","2845","Canis mesomelas","Canidae","accepted name","Canis","Carnivora"
"252","Otocyon megalotis","Animalia","Mammalia","Carnivora","2845","Otocyon megalotis","Canidae","accepted name","Otocyon","Carnivora"
"253","Crocuta crocuta","Animalia","Mammalia","Carnivora","2845","Crocuta crocuta","Hyaenidae","accepted name","Crocuta","Carnivora"
"254","Panthera leo","Animalia","Mammalia","Carnivora","1735","Panthera leo","Felidae","accepted name","Panthera","Mammalia"
"255","Crocuta crocuta","Animalia","Mammalia","Carnivora","1735","Crocuta crocuta","Hyaenidae","accepted name","Crocuta","Mammalia"
"256","Connochaetes taurinus","Animalia","Mammalia","Artiodactyla","1735","Connochaetes taurinus","Bovidae","accepted name","Connochaetes","Mammalia"
"257","Panthera leo","Animalia","Mammalia","Carnivora","1374","Panthera leo","Felidae","accepted name","Panthera","Panthera leo"
"258","Panthera leo","Animalia","Mammalia","Carnivora","2321","Panthera leo","Felidae","accepted name","Panthera","Panthera leo"
"259","Panthera pardus","Animalia","Mammalia","Carnivora","2332","Panthera pardus","Felidae","accepted name","Panthera","Panthera"
"260","Panthera tigris","Animalia","Mammalia","Carnivora","2332","Panthera tigris","Felidae","accepted name","Panthera","Panthera"
"261","Panthera tigris","Animalia","Mammalia","Carnivora","2654","Panthera tigris","Felidae","accepted name","Panthera","Panthera tigris"
"262","Panthera tigris","Animalia","Mammalia","Carnivora","19","Panthera tigris","Felidae","accepted name","Panthera","Panthera tigris"
"263","Lycaon pictus","Animalia","Mammalia","Carnivora","1390","Lycaon pictus","Canidae","accepted name","Lycaon","Lycaon pictus"
"264","Kobus leche","Animalia","Mammalia","Artiodactyla","957","Kobus leche","Bovidae","accepted name","Kobus","Mammalia"
"265","Loxodonta africana","Animalia","Mammalia","Proboscidea","957","Loxodonta africana","Elephantidae","accepted name","Loxodonta","Mammalia"
"266","Kobus ellipsiprymnus","Animalia","Mammalia","Artiodactyla","900","Kobus ellipsiprymnus","Bovidae","accepted name","Kobus","Mammalia"
"267","Ceratotherium simum","Animalia","Mammalia","Perissodactyla","900","Ceratotherium simum","Rhinocerotidae","accepted name","Ceratotherium","Mammalia"
"268","Phacochoerus aethiopicus","Animalia","Mammalia","Artiodactyla","900","Phacochoerus aethiopicus","Suidae","accepted name","Phacochoerus","Mammalia"
"269","Giraffa camelopardalis","Animalia","Mammalia","Artiodactyla","900","Giraffa camelopardalis","Giraffidae","accepted name","Giraffa","Mammalia"
"270","Aepyceros melampus","Animalia","Mammalia","Artiodactyla","900","Aepyceros melampus","Bovidae","accepted name","Aepyceros","Mammalia"
"271","Connochaetes taurinus","Animalia","Mammalia","Artiodactyla","900","Connochaetes taurinus","Bovidae","accepted name","Connochaetes","Mammalia"
"272","Damaliscus lunatus","Animalia","Mammalia","Artiodactyla","900","Damaliscus lunatus","Bovidae","accepted name","Damaliscus","Mammalia"
"273","Taurotragus oryx","Animalia","Mammalia","Artiodactyla","900","Taurotragus oryx","Bovidae","accepted name","Taurotragus","Mammalia"
"274","Tragelaphus strepsiceros","Animalia","Mammalia","Artiodactyla","900","Tragelaphus strepsiceros","Bovidae","accepted name","Tragelaphus","Mammalia"
"275","Hippotragus niger","Animalia","Mammalia","Artiodactyla","900","Hippotragus niger","Bovidae","accepted name","Hippotragus","Mammalia"
"276","Hippotragus equinus","Animalia","Mammalia","Artiodactyla","900","Hippotragus equinus","Bovidae","accepted name","Hippotragus","Mammalia"
"277","Kobus kob","Animalia","Mammalia","Artiodactyla","781","Kobus kob","Bovidae","accepted name","Kobus","Kobus kob"
"278","Leopardus pardalis","Animalia","Mammalia","Carnivora","4132","Leopardus pardalis","Felidae","accepted name","Leopardus","Leopardus pardalis"
"279","Ovis aries","Animalia","Mammalia","Artiodactyla","2996","Ovis aries","Bovidae","accepted name","Ovis","Ovis aries"
"280","Peromyscus keeni","Animalia","Mammalia","Rodentia","4020","Peromyscus keeni","Cricetidae","accepted name","Peromyscus","Peromyscus"
"281","Peromyscus keeni","Animalia","Mammalia","Rodentia","4020","P. keeni","Cricetidae","accepted name","Peromyscus","Peromyscus"
"282","Didelphis aurita","Animalia","Mammalia","Didelphimorphia","1686","Didelphis aurita","Didelphidae","accepted name","Didelphis","Didelphis aurita"
"283","Gracilinanus agilis","Animalia","Mammalia","Didelphimorphia","3956","Gracilinanus agilis","Didelphidae","accepted name","Gracilinanus","Mammalia"
"284","Monodelphis domestica","Animalia","Mammalia","Didelphimorphia","3956","Monodelphis domestica","Didelphidae","accepted name","Monodelphis","Mammalia"
"285","Clyomys laticeps","Animalia","Mammalia","Rodentia","3956","Clyomys laticeps","Echimyidae","accepted name","Clyomys","Mammalia"
"286","Oecomys mamorae","Animalia","Mammalia","Rodentia","3956","Oecomys mamorae","Cricetidae","accepted name","Oecomys","Mammalia"
"287","Thylamys macrurus","Animalia","Mammalia","Didelphimorphia","3956","Thylamys macrurus","Didelphidae","accepted name","Thylamys","Mammalia"
"288","Thrichomys pachyurus","Animalia","Mammalia","Rodentia","3956","Thrichomys pachyurus","Echimyidae","accepted name","Thrichomys","Mammalia"
"289","Oecomys mamorae","Animalia","Mammalia","Rodentia","3956","O. mamorae","Cricetidae","accepted name","Oecomys","Mammalia"
"290","Gracilinanus agilis","Animalia","Mammalia","Didelphimorphia","3956","G. agilis","Didelphidae","accepted name","Gracilinanus","Mammalia"
"291","Thrichomys pachyurus","Animalia","Mammalia","Rodentia","3956","T. pachyurus","Echimyidae","accepted name","Thrichomys","Mammalia"
"292","Metachirus nudicaudatus","Animalia","Mammalia","Didelphimorphia","3790","Metachirus nudicaudatus","Didelphidae","accepted name","Metachirus","Metachirus nudicaudatus"
"293","Dromiciops gliroides","Animalia","Mammalia","Microbiotheria","4281","Dromiciops gliroides","Microbiotheriidae","accepted name","Dromiciops","Dromiciops"
"294","Dromiciops gliroides","Animalia","Mammalia","Microbiotheria","4281","D. gliroides","Microbiotheriidae","accepted name","Dromiciops","Dromiciops"
"295","Antechinus bellus","Animalia","Mammalia","Dasyuromorphia","4421","Antechinus bellus","Dasyuridae","accepted name","Antechinus","Mammalia"
"296","Dasyurus hallucatus","Animalia","Mammalia","Dasyuromorphia","4421","Dasyurus hallucatus","Dasyuridae","accepted name","Dasyurus","Mammalia"
"297","Isoodon macrourus","Animalia","Mammalia","Peramelemorphia","4421","Isoodon macrourus","Peramelidae","accepted name","Isoodon","Mammalia"
"298","Trichosurus vulpecula","Animalia","Mammalia","Diprotodontia","4421","Trichosurus vulpecula","Phalangeridae","accepted name","Trichosurus","Mammalia"
"299","Rattus tunneyi","Animalia","Mammalia","Rodentia","4421","Rattus tunneyi","Muridae","accepted name","Rattus","Mammalia"
"300","Trichosurus vulpecula","Animalia","Mammalia","Diprotodontia","1725","Trichosurus vulpecula","Phalangeridae","accepted name","Trichosurus","Diprotodontia"
"301","Dendrolagus lumholtzi","Animalia","Mammalia","Diprotodontia","1725","Dendrolagus lumholtzi","Macropodidae","accepted name","Dendrolagus","Diprotodontia"
"302","Hemibelideus lemuroides","Animalia","Mammalia","Diprotodontia","1725","Hemibelideus lemuroides","Pseudocheiridae","accepted name","Hemibelideus","Diprotodontia"
"303","Pseudochirops archeri","Animalia","Mammalia","Diprotodontia","1725","Pseudochirops archeri","Pseudocheiridae","accepted name","Pseudochirops","Diprotodontia"
"304","Pseudochirulus herbertensis","Animalia","Mammalia","Diprotodontia","1725","Pseudochirulus herbertensis","Pseudocheiridae","accepted name","Pseudochirulus","Diprotodontia"
"305","Onychogalea fraenata","Animalia","Mammalia","Diprotodontia","657","Onychogalea fraenata","Macropodidae","accepted name","Onychogalea","Onychogalea fraenata"
"306","Microcebus murinus","Animalia","Mammalia","Primates","2740","Microcebus murinus","Cheirogaleidae","accepted name","Microcebus","Microcebus murinus"
"307","Eulemur fulvus","Animalia","Mammalia","Primates","3830","Eulemur fulvus","Lemuridae","accepted name","Eulemur","Eulemur"
"308","Eulemur fulvus","Animalia","Mammalia","Primates","3830","E. fulvus","Lemuridae","accepted name","Eulemur","Eulemur"
"309","Lemur catta","Animalia","Mammalia","Primates","1495","Lemur catta","Lemuridae","accepted name","Lemur","Lemur catta"
"310","Propithecus tattersalli","Animalia","Mammalia","Primates","3822","Propithecus tattersalli","Indriidae","accepted name","Propithecus","Propithecus"
"311","Propithecus tattersalli","Animalia","Mammalia","Primates","3822","P. tattersalli","Indriidae","accepted name","Propithecus","Propithecus"
"312","Alouatta palliata","Animalia","Mammalia","Primates","1493","Alouatta palliata","Atelidae","accepted name","Alouatta","Primates"
"313","Cebus capucinus","Animalia","Mammalia","Primates","1493","Cebus capucinus","Cebidae","accepted name","Cebus","Primates"
"314","Alouatta palliata","Animalia","Mammalia","Primates","2981","Alouatta palliata","Atelidae","accepted name","Alouatta","Alouatta palliata"
"315","Saimiri oerstedii","Animalia","Mammalia","Primates","884","Saimiri oerstedii","Cebidae","accepted name","Saimiri","Saimiri oerstedii"
"316","Cercopithecus mitis","Animalia","Mammalia","Primates","1489","Cercopithecus mitis","Cercopithecidae","accepted name","Cercopithecus","Cercopithecidae"
"317","Lophocebus albigena","Animalia","Mammalia","Primates","1489","Lophocebus albigena","Cercopithecidae","accepted name","Lophocebus","Cercopithecidae"
"318","Colobus guereza","Animalia","Mammalia","Primates","1489","Colobus guereza","Cercopithecidae","accepted name","Colobus","Cercopithecidae"
"319","Colobus guereza","Animalia","Mammalia","Primates","2110","Colobus guereza","Cercopithecidae","accepted name","Colobus","Colobus guereza"
"320","Gorilla gorilla","Animalia","Mammalia","Primates","4106","Gorilla gorilla","Hominidae","accepted name","Gorilla","Hominidae"
"321","Pan troglodytes","Animalia","Mammalia","Primates","4106","Pan troglodytes","Hominidae","accepted name","Pan","Hominidae"
"322","Gorilla gorilla","Animalia","Mammalia","Primates","905","Gorilla gorilla","Hominidae","accepted name","Gorilla","Gorilla gorilla"
"323","Pan troglodytes","Animalia","Mammalia","Primates","1387","Pan troglodytes","Hominidae","accepted name","Pan","Pan troglodytes"
"324","Octodon degus","Animalia","Mammalia","Rodentia","3941","Octodon degus","Octodontidae","accepted name","Octodon","Rodentia"
"325","Phyllotis darwini","Animalia","Mammalia","Rodentia","3941","Phyllotis darwini","Cricetidae","accepted name","Phyllotis","Rodentia"
"326","Octodon degus","Animalia","Mammalia","Rodentia","3941","O. degus","Octodontidae","accepted name","Octodon","Rodentia"
"327","Octodon degus","Animalia","Mammalia","Rodentia","2625","Octodon degus","Octodontidae","accepted name","Octodon","Octodon degus"
"328","Elephantulus edwardii","Animalia","Mammalia","Macroscelidea","1488","Elephantulus edwardii","Macroscelididae","accepted name","Elephantulus","Mammalia"
"329","Mastomys coucha","Animalia","Mammalia","Rodentia","1488","Mastomys coucha","Muridae","accepted name","Mastomys","Mammalia"
"330","Rhabdomys dilectus","Animalia","Mammalia","Rodentia","1488","Rhabdomys dilectus","Muridae","accepted name","Rhabdomys","Mammalia"
"331","Elephas maximus","Animalia","Mammalia","Proboscidea","1658","Elephas maximus","Elephantidae","accepted name","Elephas","Elephas maximus"
"332","Loxodonta africana","Animalia","Mammalia","Proboscidea","1732","Loxodonta africana","Elephantidae","accepted name","Loxodonta","Loxodonta africana"
"333","Loxodonta africana","Animalia","Mammalia","Proboscidea","1905","Loxodonta africana","Elephantidae","accepted name","Loxodonta","Loxodonta africana"
"334","Muscardinus avellanarius","Animalia","Mammalia","Rodentia","4019","Muscardinus avellanarius","Gliridae","accepted name","Muscardinus","Muscardinus avellanarius"
"335","Apodemus sylvaticus","Animalia","Mammalia","Rodentia","3991","Apodemus sylvaticus","Muridae","accepted name","Apodemus","Apodemus sylvaticus"
"336","Mastomys natalensis","Animalia","Mammalia","Rodentia","791","Mastomys natalensis","Muridae","accepted name","Mastomys","Mastomys natalensis"
"337","Maxomys rajah","Animalia","Mammalia","Rodentia","1784","Maxomys rajah","Muridae","accepted name","Maxomys","Maxomys"
"338","Maxomys whiteheadi","Animalia","Mammalia","Rodentia","1784","M. whiteheadi","Muridae","accepted name","Maxomys","Maxomys"
"339","Thylamys elegans","Animalia","Mammalia","Didelphimorphia","908","Thylamys elegans","Didelphidae","accepted name","Thylamys","Mammalia"
"340","Phyllotis darwini","Animalia","Mammalia","Rodentia","908","Phyllotis darwini","Cricetidae","accepted name","Phyllotis","Mammalia"
"341","Phyllotis darwini","Animalia","Mammalia","Rodentia","908","P. darwini","Cricetidae","accepted name","Phyllotis","Mammalia"
"342","Canis simensis","Animalia","Mammalia","Carnivora","866","Canis simensis","Canidae","accepted name","Canis","Canis simensis"
"343","Canis simensis","Animalia","Mammalia","Carnivora","865","Canis simensis","Canidae","accepted name","Canis","Mammalia"
"344","Tragelaphus buxtoni","Animalia","Mammalia","Artiodactyla","865","Tragelaphus buxtoni","Bovidae","accepted name","Tragelaphus","Mammalia"
"345","Pteronura brasiliensis","Animalia","Mammalia","Carnivora","3795","Pteronura brasiliensis","Mustelidae","accepted name","Pteronura","Pteronura brasiliensis"
"346","Pteronura brasiliensis","Animalia","Mammalia","Carnivora","2848","Pteronura brasiliensis","Mustelidae","accepted name","Pteronura","Pteronura brasiliensis"
"347","Martes martes","Animalia","Mammalia","Carnivora","2489","Martes martes","Mustelidae","accepted name","Martes","Martes martes"
"348","Cryptoprocta ferox","Animalia","Mammalia","Carnivora","4491","Cryptoprocta ferox","Eupleridae","accepted name","Cryptoprocta","Cryptoprocta ferox"
"349","Zalophus wollebaeki","Animalia","Mammalia","Carnivora","3783","Zalophus wollebaeki","Otariidae","accepted name","Zalophus","Zalophus wollebaeki"
"350","Tapirus terrestris","Animalia","Mammalia","Perissodactyla","3807","Tapirus terrestris","Tapiridae","accepted name","Tapirus","Tapirus terrestris"
"351","Diceros bicornis","Animalia","Mammalia","Perissodactyla","3800","Diceros bicornis","Rhinocerotidae","accepted name","Diceros","Diceros bicornis"
"352","Rhinoceros unicornis","Animalia","Mammalia","Perissodactyla","3813","Rhinoceros unicornis","Rhinocerotidae","accepted name","Rhinoceros","Rhinoceros unicornis"
"353","Catagonus wagneri","Animalia","Mammalia","Artiodactyla","156","Catagonus wagneri","Tayassuidae","accepted name","Catagonus","Catagonus wagneri"
"354","Hippopotamus amphibius","Animalia","Mammalia","Artiodactyla","2807","Hippopotamus amphibius","Hippopotamidae","accepted name","Hippopotamus","Hippopotamus amphibius"
"355","Hippopotamus amphibius","Animalia","Mammalia","Artiodactyla","2325","Hippopotamus amphibius","Hippopotamidae","accepted name","Hippopotamus","Hippopotamus amphibius"
"356","Vicugna vicugna","Animalia","Mammalia","Artiodactyla","1349","Vicugna vicugna","Camelidae","accepted name","Vicugna","Vicugna vicugna"
"357","Hippocamelus bisulcus","Animalia","Mammalia","Artiodactyla","3009","Hippocamelus bisulcus","Cervidae","accepted name","Hippocamelus","Hippocamelus bisulcus"
"358","Hippocamelus bisulcus","Animalia","Mammalia","Artiodactyla","2719","Hippocamelus bisulcus","Cervidae","accepted name","Hippocamelus","Hippocamelus bisulcus"
"359","Gazella dorcas","Animalia","Mammalia","Artiodactyla","1919","Gazella dorcas","Bovidae","accepted name","Gazella","Gazella"
"360","Gazella gazella","Animalia","Mammalia","Artiodactyla","1919","Gazella gazella","Bovidae","accepted name","Gazella","Gazella"
"361","Gazella gazella","Animalia","Mammalia","Artiodactyla","1919","G. gazella","Bovidae","accepted name","Gazella","Gazella"
"362","Saiga tatarica","Animalia","Mammalia","Artiodactyla","45","Saiga tatarica","Bovidae","accepted name","Saiga","Saiga tatarica"
"363","Saiga tatarica","Animalia","Mammalia","Artiodactyla","374","Saiga tatarica","Bovidae","accepted name","Saiga","Saiga tatarica"
"364","Capra ibex","Animalia","Mammalia","Artiodactyla","2458","Capra ibex","Bovidae","accepted name","Capra","Capra ibex"
"365","Capra pyrenaica","Animalia","Mammalia","Artiodactyla","1337","Capra pyrenaica","Bovidae","accepted name","Capra","Capra pyrenaica"
"366","Hemitragus hylocrius","Animalia","Mammalia","Artiodactyla","120","Hemitragus hylocrius","Bovidae","accepted name","Hemitragus","Hemitragus hylocrius"
"367","Rupicapra rupicapra","Animalia","Mammalia","Artiodactyla","2752","Rupicapra rupicapra","Bovidae","accepted name","Rupicapra","Rupicapra"
"368","Rupicapra pyrenaica","Animalia","Mammalia","Artiodactyla","2752","R. pyrenaica","Bovidae","accepted name","Rupicapra","Rupicapra"
"369","Oryx leucoryx","Animalia","Mammalia","Artiodactyla","1339","Oryx leucoryx","Bovidae","accepted name","Oryx","Oryx leucoryx"
"370","Pteropus livingstonii","Animalia","Mammalia","Chiroptera","4126","Pteropus livingstonii","Pteropodidae","accepted name","Pteropus","Pteropus livingstonii"
"371","Pteropus voeltzkowi","Animalia","Mammalia","Chiroptera","880","Pteropus voeltzkowi","Pteropodidae","accepted name","Pteropus","Pteropus"
"372","Pteropus voeltzkowi","Animalia","Mammalia","Chiroptera","880","P. voeltzkowi","Pteropodidae","accepted name","Pteropus","Pteropus"
"373","Spermophilus citellus","Animalia","Mammalia","Rodentia","4273","Spermophilus citellus","Sciuridae","accepted name","Spermophilus","Spermophilus citellus"
"374","Saccostomus mearnsi","Animalia","Mammalia","Rodentia","4178","Saccostomus mearnsi","Nesomyidae","accepted name","Saccostomus","Animalia"
"375","Psammophis mossambicus","Animalia","Reptilia","Squamata","4178","Psammophis mossambicus","Lamprophiidae","accepted name","Psammophis","Animalia"
"376","Neomys fodiens","Animalia","Mammalia","Soricomorpha","1197","Neomys fodiens","Soricidae","accepted name","Neomys","Neomys fodiens"
"377","Leopardus colocolo","Animalia","Mammalia","Carnivora","3793","Leopardus colocolo","Felidae","accepted name","Leopardus","Felidae"
"378","Leopardus geoffroyi","Animalia","Mammalia","Carnivora","3793","Leopardus geoffroyi","Felidae","accepted name","Leopardus","Felidae"
"379","Puma yagouaroundi","Animalia","Mammalia","Carnivora","3793","Puma yagouaroundi","Felidae","accepted name","Puma","Felidae"
"380","Sotalia guianensis","Animalia","Mammalia","Cetacea","2673","Sotalia guianensis","Delphinidae","accepted name","Sotalia","Sotalia"
"381","Sotalia guianensis","Animalia","Mammalia","Cetacea","2673","S. guianensis","Delphinidae","accepted name","Sotalia","Sotalia"
"382","Hippotragus equinus","Animalia","Mammalia","Artiodactyla","898","Hippotragus equinus","Bovidae","accepted name","Hippotragus","Hippotragus equinus"
"383","Urocitellus parryii","Animalia","Mammalia","Rodentia","3989","Urocitellus parryii","Sciuridae","accepted name","Urocitellus","Urocitellus parryii"
"384","Hoolock hoolock","Animalia","Mammalia","Primates","1602","Hoolock hoolock","Hylobatidae","accepted name","Hoolock","Hoolock hoolock"
"385","Nomascus nasutus","Animalia","Mammalia","Primates","4555","Nomascus nasutus","Hylobatidae","accepted name","Nomascus","Nomascus nasutus"
"386","Struthio camelus","Animalia","Aves","Struthioniformes","1375","Struthio camelus","Struthionidae","accepted name","Struthio","Struthio camelus"
"387","Rhea americana","Animalia","Aves","Rheiformes","1683","Rhea americana","Rheidae","accepted name","Rhea","Rhea americana"
"388","Pygoscelis adeliae","Animalia","Aves","Sphenisciformes","2589","Pygoscelis adeliae","Spheniscidae","accepted name","Pygoscelis","Pygoscelis adeliae"
"389","Pygoscelis adeliae","Animalia","Aves","Sphenisciformes","4041","Pygoscelis adeliae","Spheniscidae","accepted name","Pygoscelis","Pygoscelis"
"390","Pygoscelis papua","Animalia","Aves","Sphenisciformes","4041","Pygoscelis papua","Spheniscidae","accepted name","Pygoscelis","Pygoscelis"
"391","Pygoscelis adeliae","Animalia","Aves","Sphenisciformes","2599","Pygoscelis adeliae","Spheniscidae","accepted name","Pygoscelis","Spheniscidae"
"392","Aptenodytes patagonicus","Animalia","Aves","Sphenisciformes","2599","Aptenodytes patagonicus","Spheniscidae","accepted name","Aptenodytes","Spheniscidae"
"393","Eudyptes chrysolophus","Animalia","Aves","Sphenisciformes","2599","Eudyptes chrysolophus","Spheniscidae","accepted name","Eudyptes","Spheniscidae"
"394","Pygoscelis papua","Animalia","Aves","Sphenisciformes","2591","Pygoscelis papua","Spheniscidae","accepted name","Pygoscelis","Spheniscidae"
"395","Aptenodytes patagonicus","Animalia","Aves","Sphenisciformes","2591","Aptenodytes patagonicus","Spheniscidae","accepted name","Aptenodytes","Spheniscidae"
"396","Eudyptes chrysolophus","Animalia","Aves","Sphenisciformes","2591","Eudyptes chrysolophus","Spheniscidae","accepted name","Eudyptes","Spheniscidae"
"397","Eudyptes chrysocome","Animalia","Aves","Sphenisciformes","2591","E. chrysocome","Spheniscidae","accepted name","Eudyptes","Spheniscidae"
"398","Pygoscelis papua","Animalia","Aves","Sphenisciformes","2601","Pygoscelis papua","Spheniscidae","accepted name","Pygoscelis","Pygoscelis papua"
"399","Aptenodytes forsteri","Animalia","Aves","Sphenisciformes","2604","Aptenodytes forsteri","Spheniscidae","accepted name","Aptenodytes","Aptenodytes forsteri"
"400","Eudyptes chrysolophus","Animalia","Aves","Sphenisciformes","2592","Eudyptes chrysolophus","Spheniscidae","accepted name","Eudyptes","Eudyptes"
"401","Eudyptes chrysocome","Animalia","Aves","Sphenisciformes","2592","E. chrysocome","Spheniscidae","accepted name","Eudyptes","Eudyptes"
"402","Eudyptes chrysolophus","Animalia","Aves","Sphenisciformes","2607","Eudyptes chrysolophus","Spheniscidae","accepted name","Eudyptes","Eudyptes chrysolophus"
"403","Spheniscus demersus","Animalia","Aves","Sphenisciformes","2339","Spheniscus demersus","Spheniscidae","accepted name","Spheniscus","Animalia"
"404","Phalacrocorax capensis","Animalia","Aves","Suliformes","2339","Phalacrocorax capensis","Phalacrocoracidae","accepted name","Phalacrocorax","Animalia"
"405","Morus capensis","Animalia","Aves","Suliformes","2339","Morus capensis","Sulidae","accepted name","Morus","Animalia"
"406","Engraulis encrasicolus","Animalia","Actinopterygii","Clupeiformes","2339","Engraulis encrasicolus","Engraulidae","accepted name","Engraulis","Animalia"
"407","Sardinops sagax","Animalia","Actinopterygii","Clupeiformes","2339","Sardinops sagax","Clupeidae","accepted name","Sardinops","Animalia"
"408","Spheniscus demersus","Animalia","Aves","Sphenisciformes","2035","Spheniscus demersus","Spheniscidae","accepted name","Spheniscus","Animalia"
"409","Engraulis capensis","Animalia","Actinopterygii","Clupeiformes","2035","Engraulis capensis","Engraulidae","accepted name","Engraulis","Animalia"
"410","Spheniscus humboldti","Animalia","Aves","Sphenisciformes","1548","Spheniscus humboldti","Spheniscidae","accepted name","Spheniscus","Spheniscus humboldti"
"411","Spheniscus mendiculus","Animalia","Aves","Sphenisciformes","1173","Spheniscus mendiculus","Spheniscidae","accepted name","Spheniscus","Spheniscus mendiculus"
"412","Gavia immer","Animalia","Aves","Gaviiformes","3157","Gavia immer","Gaviidae","accepted name","Gavia","Animalia"
"413","Podiceps auritus","Animalia","Aves","Podicipediformes","3157","Podiceps auritus","Podicipedidae","accepted name","Podiceps","Animalia"
"414","Bucephala clangula","Animalia","Aves","Anseriformes","3157","Bucephala clangula","Anatidae","accepted name","Bucephala","Animalia"
"415","Clangula hyemalis","Animalia","Aves","Anseriformes","3157","Clangula hyemalis","Anatidae","accepted name","Clangula","Animalia"
"416","Somateria mollissima","Animalia","Aves","Anseriformes","3157","Somateria mollissima","Anatidae","accepted name","Somateria","Animalia"
"417","Melanitta nigra","Animalia","Aves","Anseriformes","3157","Melanitta nigra","Anatidae","accepted name","Melanitta","Animalia"
"418","Mergus merganser","Animalia","Aves","Anseriformes","3157","Mergus merganser","Anatidae","accepted name","Mergus","Animalia"
