"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"419","Mytilus edulis","Animalia","Bivalvia","Mytilida","3157","Mytilus edulis","Mytilidae","accepted name","Mytilus","Animalia"
"420","Mergus serrator","Animalia","Aves","Anseriformes","3157","M. serrator","Anatidae","accepted name","Mergus","Animalia"
"421","Melanitta fusca","Animalia","Aves","Anseriformes","3157","M. fusca","Anatidae","accepted name","Melanitta","Animalia"
"422","Gavia stellata","Animalia","Aves","Gaviiformes","3157","G. stellata","Gaviidae","accepted name","Gavia","Animalia"
"423","Podiceps nigricollis","Animalia","Aves","Podicipediformes","4346","Podiceps nigricollis","Podicipedidae","accepted name","Podiceps","Podiceps nigricollis"
"424","Podiceps nigricollis","Animalia","Aves","Podicipediformes","3179","Podiceps nigricollis","Podicipedidae","accepted name","Podiceps","Aves"
"425","Podiceps cristatus","Animalia","Aves","Podicipediformes","3179","Podiceps cristatus","Podicipedidae","accepted name","Podiceps","Aves"
"426","Cygnus olor","Animalia","Aves","Anseriformes","3179","Cygnus olor","Anatidae","accepted name","Cygnus","Aves"
"427","Anser albifrons","Animalia","Aves","Anseriformes","3179","Anser albifrons","Anatidae","accepted name","Anser","Aves"
"428","Anser fabalis","Animalia","Aves","Anseriformes","3179","Anser fabalis","Anatidae","accepted name","Anser","Aves"
"429","Anser anser","Animalia","Aves","Anseriformes","3179","Anser anser","Anatidae","accepted name","Anser","Aves"
"430","Anser erythropus","Animalia","Aves","Anseriformes","3179","Anser erythropus","Anatidae","accepted name","Anser","Aves"
"431","Anas platyrhynchos","Animalia","Aves","Anseriformes","3179","Anas platyrhynchos","Anatidae","accepted name","Anas","Aves"
"432","Anas strepera","Animalia","Aves","Anseriformes","3179","Anas strepera","Anatidae","accepted name","Anas","Aves"
"433","Anas crecca","Animalia","Aves","Anseriformes","3179","Anas crecca","Anatidae","accepted name","Anas","Aves"
"434","Anas penelope","Animalia","Aves","Anseriformes","3179","Anas penelope","Anatidae","accepted name","Anas","Aves"
"435","Anas querquedula","Animalia","Aves","Anseriformes","3179","Anas querquedula","Anatidae","accepted name","Anas","Aves"
"436","Anas clypeata","Animalia","Aves","Anseriformes","3179","Anas clypeata","Anatidae","accepted name","Anas","Aves"
"437","Aythya ferina","Animalia","Aves","Anseriformes","3179","Aythya ferina","Anatidae","accepted name","Aythya","Aves"
"438","Aythya fuligula","Animalia","Aves","Anseriformes","3179","Aythya fuligula","Anatidae","accepted name","Aythya","Aves"
"439","Aythya nyroca","Animalia","Aves","Anseriformes","3179","Aythya nyroca","Anatidae","accepted name","Aythya","Aves"
"440","Bucephala clangula","Animalia","Aves","Anseriformes","3179","Bucephala clangula","Anatidae","accepted name","Bucephala","Aves"
"441","Mergus merganser","Animalia","Aves","Anseriformes","3179","Mergus merganser","Anatidae","accepted name","Mergus","Aves"
"442","Netta rufina","Animalia","Aves","Anseriformes","3179","Netta rufina","Anatidae","accepted name","Netta","Aves"
"443","Fulica atra","Animalia","Aves","Gruiformes","3179","Fulica atra","Rallidae","accepted name","Fulica","Aves"
"444","Tachybaptus ruficollis","Animalia","Aves","Podicipediformes","3179","Tachybaptus ruficollis","Podicipedidae","accepted name","Tachybaptus","Aves"
"445","Podiceps nigricollis","Animalia","Aves","Podicipediformes","172","Podiceps nigricollis","Podicipedidae","accepted name","Podiceps","Aves"
"446","Anser albifrons","Animalia","Aves","Anseriformes","172","Anser albifrons","Anatidae","accepted name","Anser","Aves"
"447","Aythya fuligula","Animalia","Aves","Anseriformes","172","Aythya fuligula","Anatidae","accepted name","Aythya","Aves"
"448","Oxyura leucocephala","Animalia","Aves","Anseriformes","172","Oxyura leucocephala","Anatidae","accepted name","Oxyura","Aves"
"449","Larus argentatus","Animalia","Aves","Charadriiformes","172","Larus argentatus","Laridae","accepted name","Larus","Aves"
"450","Diomedea exulans","Animalia","Aves","Procellariiformes","1768","Diomedea exulans","Diomedeidae","accepted name","Diomedea","Procellariiformes"
"451","Phoebetria fusca","Animalia","Aves","Procellariiformes","1768","Phoebetria fusca","Diomedeidae","accepted name","Phoebetria","Procellariiformes"
"452","Phoebetria palpebrata","Animalia","Aves","Procellariiformes","1768","Phoebetria palpebrata","Diomedeidae","accepted name","Phoebetria","Procellariiformes"
"453","Macronectes giganteus","Animalia","Aves","Procellariiformes","1768","Macronectes giganteus","Procellariidae","accepted name","Macronectes","Procellariiformes"
"454","Macronectes halli","Animalia","Aves","Procellariiformes","1768","Macronectes halli","Procellariidae","accepted name","Macronectes","Procellariiformes"
"455","Diomedea exulans","Animalia","Aves","Procellariiformes","4427","Diomedea exulans","Diomedeidae","accepted name","Diomedea","Procellariiformes"
"456","Macronectes halli","Animalia","Aves","Procellariiformes","4427","Macronectes halli","Procellariidae","accepted name","Macronectes","Procellariiformes"
"457","Thalassarche chrysostoma","Animalia","Aves","Procellariiformes","4427","Thalassarche chrysostoma","Diomedeidae","accepted name","Thalassarche","Procellariiformes"
"458","Thalassarche carteri","Animalia","Aves","Procellariiformes","4427","T. carteri","Diomedeidae","accepted name","Thalassarche","Procellariiformes"
"459","Macronectes giganteus","Animalia","Aves","Procellariiformes","4427","M. giganteus","Procellariidae","accepted name","Macronectes","Procellariiformes"
"460","Diomedea exulans","Animalia","Aves","Procellariiformes","1036","Diomedea exulans","Diomedeidae","accepted name","Diomedea","Animalia"
"461","Diomedea amsterdamensis","Animalia","Aves","Procellariiformes","1036","Diomedea amsterdamensis","Diomedeidae","accepted name","Diomedea","Animalia"
"462","Thunnus maccoyii","Animalia","Actinopterygii","Perciformes","1036","Thunnus maccoyii","Scombridae","accepted name","Thunnus","Animalia"
"463","Dissostichus eleginoides","Animalia","Actinopterygii","Perciformes","1036","Dissostichus eleginoides","Nototheniidae","accepted name","Dissostichus","Animalia"
"464","Phoebetria fusca","Animalia","Aves","Procellariiformes","3483","Phoebetria fusca","Diomedeidae","accepted name","Phoebetria","Procellariiformes"
"465","Macronectes giganteus","Animalia","Aves","Procellariiformes","3483","Macronectes giganteus","Procellariidae","accepted name","Macronectes","Procellariiformes"
"466","Thalassarche chlororhynchos","Animalia","Aves","Procellariiformes","3483","Thalassarche chlororhynchos","Diomedeidae","accepted name","Thalassarche","Procellariiformes"
"467","Diomedea dabbenena","Animalia","Aves","Procellariiformes","3483","Diomedea dabbenena","Diomedeidae","accepted name","Diomedea","Procellariiformes"
"468","Puffinus griseus","Animalia","Aves","Procellariiformes","1506","Puffinus griseus","Procellariidae","accepted name","Puffinus","Aves"
"469","Uria aalge","Animalia","Aves","Charadriiformes","1506","Uria aalge","Alcidae","accepted name","Uria","Aves"
"470","Ptychoramphus aleuticus","Animalia","Aves","Charadriiformes","1506","Ptychoramphus aleuticus","Alcidae","accepted name","Ptychoramphus","Aves"
"471","Puffinus puffinus","Animalia","Aves","Procellariiformes","2771","Puffinus puffinus","Procellariidae","accepted name","Puffinus","Aves"
"472","Morus bassanus","Animalia","Aves","Suliformes","2771","Morus bassanus","Sulidae","accepted name","Morus","Aves"
"473","Fratercula arctica","Animalia","Aves","Charadriiformes","2771","Fratercula arctica","Alcidae","accepted name","Fratercula","Aves"
"474","Puffinus lherminieri","Animalia","Aves","Procellariiformes","4425","Puffinus lherminieri","Procellariidae","accepted name","Puffinus","Puffinus lherminieri"
"475","Pterodroma cahow","Animalia","Aves","Procellariiformes","2896","Pterodroma cahow","Procellariidae","accepted name","Pterodroma","Pterodroma cahow"
"476","Macronectes giganteus","Animalia","Aves","Procellariiformes","4433","Macronectes giganteus","Procellariidae","accepted name","Macronectes","Macronectes giganteus"
"477","Macronectes halli","Animalia","Aves","Procellariiformes","1048","Macronectes halli","Procellariidae","accepted name","Macronectes","Macronectes"
"478","Macronectes giganteus","Animalia","Aves","Procellariiformes","1048","M. giganteus","Procellariidae","accepted name","Macronectes","Macronectes"
"479","Pelecanus crispus","Animalia","Aves","Pelecaniformes","2780","Pelecanus crispus","Pelecanidae","accepted name","Pelecanus","Pelecanus crispus"
"480","Pelecanus crispus","Animalia","Aves","Pelecaniformes","4337","Pelecanus crispus","Pelecanidae","accepted name","Pelecanus","Pelecanus crispus"
"481","Pelecanus crispus","Animalia","Aves","Pelecaniformes","2230","Pelecanus crispus","Pelecanidae","accepted name","Pelecanus","Aves"
"482","Phalacrocorax carbo","Animalia","Aves","Suliformes","2230","Phalacrocorax carbo","Phalacrocoracidae","accepted name","Phalacrocorax","Aves"
"483","Ardea cinerea","Animalia","Aves","Pelecaniformes","2230","Ardea cinerea","Ardeidae","accepted name","Ardea","Aves"
"484","Nycticorax nycticorax","Animalia","Aves","Pelecaniformes","2230","Nycticorax nycticorax","Ardeidae","accepted name","Nycticorax","Aves"
"485","Ardeola ralloides","Animalia","Aves","Pelecaniformes","2230","Ardeola ralloides","Ardeidae","accepted name","Ardeola","Aves"
"486","Platalea leucorodia","Animalia","Aves","Pelecaniformes","2230","Platalea leucorodia","Threskiornithidae","accepted name","Platalea","Aves"
"487","Pelecanus crispus","Animalia","Aves","Pelecaniformes","2422","Pelecanus crispus","Pelecanidae","accepted name","Pelecanus","Aves"
"488","Pelecanus onocrotalus","Animalia","Aves","Pelecaniformes","2422","Pelecanus onocrotalus","Pelecanidae","accepted name","Pelecanus","Aves"
"489","Phalacrocorax carbo","Animalia","Aves","Suliformes","2422","Phalacrocorax carbo","Phalacrocoracidae","accepted name","Phalacrocorax","Aves"
"490","Pelecanus onocrotalus","Animalia","Aves","Pelecaniformes","1893","Pelecanus onocrotalus","Pelecanidae","accepted name","Pelecanus","Pelecanus onocrotalus"
"491","Morus bassanus","Animalia","Aves","Suliformes","3080","Morus bassanus","Sulidae","accepted name","Morus","Aves"
"492","Haliaeetus albicilla","Animalia","Aves","Accipitriformes","3080","Haliaeetus albicilla","Accipitridae","accepted name","Haliaeetus","Aves"
"493","Phalacrocorax aristotelis","Animalia","Aves","Suliformes","1468","Phalacrocorax aristotelis","Phalacrocoracidae","accepted name","Phalacrocorax","Animalia"
"494","Rissa tridactyla","Animalia","Aves","Charadriiformes","1468","Rissa tridactyla","Laridae","accepted name","Rissa","Animalia"
"495","Uria aalge","Animalia","Aves","Charadriiformes","1468","Uria aalge","Alcidae","accepted name","Uria","Animalia"
"496","Ammodytes marinus","Animalia","Actinopterygii","Perciformes","1468","Ammodytes marinus","Ammodytidae","accepted name","Ammodytes","Animalia"
"497","Phalacrocorax gaimardi","Animalia","Aves","Suliformes","4036","Phalacrocorax gaimardi","Phalacrocoracidae","accepted name","Phalacrocorax","Phalacrocorax gaimardi"
"498","Ardea cinerea","Animalia","Aves","Pelecaniformes","4464","Ardea cinerea","Ardeidae","accepted name","Ardea","Ardeidae"
"499","Bubulcus ibis","Animalia","Aves","Pelecaniformes","4464","Bubulcus ibis","Ardeidae","accepted name","Bubulcus","Ardeidae"
"500","Egretta garzetta","Animalia","Aves","Pelecaniformes","4464","Egretta garzetta","Ardeidae","accepted name","Egretta","Ardeidae"
"501","Nycticorax nycticorax","Animalia","Aves","Pelecaniformes","4464","Nycticorax nycticorax","Ardeidae","accepted name","Nycticorax","Ardeidae"
"502","Ardea purpurea","Animalia","Aves","Pelecaniformes","2244","Ardea purpurea","Ardeidae","accepted name","Ardea","Aves"
"503","Botaurus stellaris","Animalia","Aves","Pelecaniformes","2244","Botaurus stellaris","Ardeidae","accepted name","Botaurus","Aves"
"504","Rallus aquaticus","Animalia","Aves","Gruiformes","2244","Rallus aquaticus","Rallidae","accepted name","Rallus","Aves"
"505","Acrocephalus melanopogon","Animalia","Aves","Passeriformes","2244","Acrocephalus melanopogon","Acrocephalidae","accepted name","Acrocephalus","Aves"
"506","Circus aeruginosus","Animalia","Aves","Accipitriformes","2244","Circus aeruginosus","Accipitridae","accepted name","Circus","Aves"
"507","Egretta thula","Animalia","Aves","Pelecaniformes","4014","Egretta thula","Ardeidae","accepted name","Egretta","Ardeidae"
"508","Nyctanassa violacea","Animalia","Aves","Pelecaniformes","4014","Nyctanassa violacea","Ardeidae","accepted name","Nyctanassa","Ardeidae"
"509","Egretta rufescens","Animalia","Aves","Pelecaniformes","4014","E. rufescens","Ardeidae","accepted name","Egretta","Ardeidae"
"510","Egretta garzetta","Animalia","Aves","Pelecaniformes","4385","Egretta garzetta","Ardeidae","accepted name","Egretta","Aves"
"511","Falco peregrinus","Animalia","Aves","Falconiformes","4385","Falco peregrinus","Falconidae","accepted name","Falco","Aves"
"512","Ciconia ciconia","Animalia","Aves","Ciconiiformes","4358","Ciconia ciconia","Ciconiidae","accepted name","Ciconia","Ciconia ciconia"
"513","Ciconia ciconia","Animalia","Aves","Ciconiiformes","2501","Ciconia ciconia","Ciconiidae","accepted name","Ciconia","Ciconia ciconia"
"514","Platalea leucorodia","Animalia","Aves","Pelecaniformes","3270","Platalea leucorodia","Threskiornithidae","accepted name","Platalea","Aves"
"515","Tadorna tadorna","Animalia","Aves","Anseriformes","3270","Tadorna tadorna","Anatidae","accepted name","Tadorna","Aves"
"516","Anas penelope","Animalia","Aves","Anseriformes","3270","Anas penelope","Anatidae","accepted name","Anas","Aves"
"517","Recurvirostra avosetta","Animalia","Aves","Charadriiformes","3270","Recurvirostra avosetta","Recurvirostridae","accepted name","Recurvirostra","Aves"
"518","Himantopus himantopus","Animalia","Aves","Charadriiformes","3270","Himantopus himantopus","Recurvirostridae","accepted name","Himantopus","Aves"
"519","Glareola pratincola","Animalia","Aves","Charadriiformes","3270","Glareola pratincola","Glareolidae","accepted name","Glareola","Aves"
"520","Gelochelidon nilotica","Animalia","Aves","Charadriiformes","3270","Gelochelidon nilotica","Laridae","accepted name","Gelochelidon","Aves"
"521","Sterna hirundo","Animalia","Aves","Charadriiformes","3270","Sterna hirundo","Laridae","accepted name","Sterna","Aves"
"522","Geronticus eremita","Animalia","Aves","Pelecaniformes","980","Geronticus eremita","Threskiornithidae","accepted name","Geronticus","Geronticus eremita"
"523","Geronticus eremita","Animalia","Aves","Pelecaniformes","1016","Geronticus eremita","Threskiornithidae","accepted name","Geronticus","Geronticus eremita"
"524","Geronticus eremita","Animalia","Aves","Pelecaniformes","1899","Geronticus eremita","Threskiornithidae","accepted name","Geronticus","Geronticus eremita"
"525","Phoenicopterus ruber","Animalia","Aves","Phoenicopteriformes","1269","Phoenicopterus ruber","Phoenicopteridae","accepted name","Phoenicopterus","Phoenicopteridae"
"526","Phoeniconaias minor","Animalia","Aves","Phoenicopteriformes","1269","Phoeniconaias minor","Phoenicopteridae","accepted name","Phoeniconaias","Phoenicopteridae"
"527","Phoenicopterus ruber","Animalia","Aves","Phoenicopteriformes","1886","Phoenicopterus ruber","Phoenicopteridae","accepted name","Phoenicopterus","Phoenicopterus ruber"
"528","Cygnus columbianus","Animalia","Aves","Anseriformes","3165","Cygnus columbianus","Anatidae","accepted name","Cygnus","Cygnus columbianus"
"529","Anser albifrons","Animalia","Aves","Anseriformes","3207","Anser albifrons","Anatidae","accepted name","Anser","Anser albifrons"
"530","Anser anser","Animalia","Aves","Anseriformes","953","Anser anser","Anatidae","accepted name","Anser","Anser"
"531","Anser brachyrhynchus","Animalia","Aves","Anseriformes","953","Anser brachyrhynchus","Anatidae","accepted name","Anser","Anser"
"532","Anser erythropus","Animalia","Aves","Anseriformes","3182","Anser erythropus","Anatidae","accepted name","Anser","Anser erythropus"
"533","Chen caerulescens","Animalia","Aves","Anseriformes","3105","Chen caerulescens","Anatidae","accepted name","Chen","Chen"
"534","Chen rossii","Animalia","Aves","Anseriformes","3105","C. rossii","Anatidae","accepted name","Chen","Chen"
"535","Chen rossii","Animalia","Aves","Anseriformes","3723","Chen rossii","Anatidae","accepted name","Chen","Chen"
"536","Chen caerulescens","Animalia","Aves","Anseriformes","3723","C. caerulescens","Anatidae","accepted name","Chen","Chen"
"537","Anas rubripes","Animalia","Aves","Anseriformes","840","Anas rubripes","Anatidae","accepted name","Anas","Anas rubripes"
"538","Anas laysanensis","Animalia","Aves","Anseriformes","2897","Anas laysanensis","Anatidae","accepted name","Anas","Anas laysanensis"
"539","Clangula hyemalis","Animalia","Aves","Anseriformes","3286","Clangula hyemalis","Anatidae","accepted name","Clangula","Anatidae"
"540","Melanitta fusca","Animalia","Aves","Anseriformes","3286","Melanitta fusca","Anatidae","accepted name","Melanitta","Anatidae"
"541","Mergus serrator","Animalia","Aves","Anseriformes","3286","Mergus serrator","Anatidae","accepted name","Mergus","Anatidae"
"542","Melanitta nigra","Animalia","Aves","Anseriformes","3286","M. nigra","Anatidae","accepted name","Melanitta","Anatidae"
"543","Histrionicus histrionicus","Animalia","Aves","Anseriformes","757","Histrionicus histrionicus","Anatidae","accepted name","Histrionicus","Histrionicus histrionicus"
"544","Somateria mollissima","Animalia","Aves","Anseriformes","2257","Somateria mollissima","Anatidae","accepted name","Somateria","Somateria mollissima"
"545","Somateria mollissima","Animalia","Aves","Anseriformes","4059","Somateria mollissima","Anatidae","accepted name","Somateria","Aves"
"546","Sterna paradisaea","Animalia","Aves","Charadriiformes","4059","Sterna paradisaea","Laridae","accepted name","Sterna","Aves"
"547","Somateria mollissima","Animalia","Aves","Anseriformes","1825","Somateria mollissima","Anatidae","accepted name","Somateria","Somateria mollissima"
"548","Oxyura jamaicensis","Animalia","Aves","Anseriformes","1265","Oxyura jamaicensis","Anatidae","accepted name","Oxyura","Oxyura"
"549","Oxyura leucocephala","Animalia","Aves","Anseriformes","1265","Oxyura leucocephala","Anatidae","accepted name","Oxyura","Oxyura"
"550","Mergus merganser","Animalia","Aves","Anseriformes","4333","Mergus merganser","Anatidae","accepted name","Mergus","Mergus merganser"
"551","Vultur gryphus","Animalia","Aves","Accipitriformes","2570","Vultur gryphus","Cathartidae","accepted name","Vultur","Vultur gryphus"
"552","Accipiter gentilis","Animalia","Aves","Accipitriformes","1368","Accipiter gentilis","Accipitridae","accepted name","Accipiter","Accipiter gentilis"
"553","Accipiter nisus","Animalia","Aves","Accipitriformes","1633","Accipiter nisus","Accipitridae","accepted name","Accipiter","Accipiter nisus"
"554","Buteo nitidus","Animalia","Aves","Accipitriformes","3962","Buteo nitidus","Accipitridae","accepted name","Buteo","Aves"
"555","Spizaetus ornatus","Animalia","Aves","Accipitriformes","3962","Spizaetus ornatus","Accipitridae","accepted name","Spizaetus","Aves"
"556","Spizaetus tyrannus","Animalia","Aves","Accipitriformes","3962","Spizaetus tyrannus","Accipitridae","accepted name","Spizaetus","Aves"
"557","Caracara cheriway","Animalia","Aves","Falconiformes","3962","Caracara cheriway","Falconidae","accepted name","Caracara","Aves"
"558","Micrastur ruficollis","Animalia","Aves","Falconiformes","3962","Micrastur ruficollis","Falconidae","accepted name","Micrastur","Aves"
"559","Aquila rapax","Animalia","Aves","Accipitriformes","4179","Aquila rapax","Accipitridae","accepted name","Aquila","Accipitridae"
"560","Circaetus cinereus","Animalia","Aves","Accipitriformes","4179","Circaetus cinereus","Accipitridae","accepted name","Circaetus","Accipitridae"
"561","Terathopius ecaudatus","Animalia","Aves","Accipitriformes","4179","Terathopius ecaudatus","Accipitridae","accepted name","Terathopius","Accipitridae"
"562","Circaetus pectoralis","Animalia","Aves","Accipitriformes","4179","Circaetus pectoralis","Accipitridae","accepted name","Circaetus","Accipitridae"
"563","Haliaeetus albicilla","Animalia","Aves","Accipitriformes","2209","Haliaeetus albicilla","Accipitridae","accepted name","Haliaeetus","Haliaeetus albicilla"
"564","Haliaeetus albicilla","Animalia","Aves","Accipitriformes","2512","Haliaeetus albicilla","Accipitridae","accepted name","Haliaeetus","Haliaeetus albicilla"
"565","Haliaeetus albicilla","Animalia","Aves","Accipitriformes","2513","Haliaeetus albicilla","Accipitridae","accepted name","Haliaeetus","Haliaeetus albicilla"
"566","Haliaeetus leucocephalus","Animalia","Aves","Accipitriformes","4429","Haliaeetus leucocephalus","Accipitridae","accepted name","Haliaeetus","Aves"
"567","Larus glaucescens","Animalia","Aves","Charadriiformes","4429","Larus glaucescens","Laridae","accepted name","Larus","Aves"
"568","Gypaetus barbatus","Animalia","Aves","Accipitriformes","2415","Gypaetus barbatus","Accipitridae","accepted name","Gypaetus","Gypaetus barbatus"
"569","Gyps bengalensis","Animalia","Aves","Accipitriformes","4259","Gyps bengalensis","Accipitridae","accepted name","Gyps","Accipitridae"
"570","Sarcogyps calvus","Animalia","Aves","Accipitriformes","4259","Sarcogyps calvus","Accipitridae","accepted name","Sarcogyps","Accipitridae"
"571","Gyps tenuirostris","Animalia","Aves","Accipitriformes","4259","Gyps tenuirostris","Accipitridae","accepted name","Gyps","Accipitridae"
"572","Falco peregrinus","Animalia","Aves","Falconiformes","726","Falco peregrinus","Falconidae","accepted name","Falco","Falco peregrinus"
"573","Falco punctatus","Animalia","Aves","Falconiformes","1670","Falco punctatus","Falconidae","accepted name","Falco","Falco punctatus"
"574","Megapodius laperouse","Animalia","Aves","Galliformes","2924","Megapodius laperouse","Megapodiidae","accepted name","Megapodius","Animalia"
"575","Rhipidura rufifrons","Animalia","Aves","Passeriformes","2924","Rhipidura rufifrons","Rhipiduridae","accepted name","Rhipidura","Animalia"
"576","Cleptornis marchei","Animalia","Aves","Passeriformes","2924","Cleptornis marchei","Zosteropidae","accepted name","Cleptornis","Animalia"
"577","Boiga irregularis","Animalia","Reptilia","Squamata","2924","Boiga irregularis","Colubridae","accepted name","Boiga","Animalia"
"578","Pavo muticus","Animalia","Aves","Galliformes","3907","Pavo muticus","Phasianidae","accepted name","Pavo","Pavo muticus"
"579","Grus grus","Animalia","Aves","Gruiformes","2369","Grus grus","Gruidae","accepted name","Grus","Grus grus"
"580","Grus grus","Animalia","Aves","Gruiformes","4363","Grus grus","Gruidae","accepted name","Grus","Grus grus"
"581","Fulica atra","Animalia","Aves","Gruiformes","3266","Fulica atra","Rallidae","accepted name","Fulica","Fulica atra"
"582","Haematopus ostralegus","Animalia","Aves","Charadriiformes","3281","Haematopus ostralegus","Haematopodidae","accepted name","Haematopus","Haematopus ostralegus"
"583","Haematopus ostralegus","Animalia","Aves","Charadriiformes","2212","Haematopus ostralegus","Haematopodidae","accepted name","Haematopus","Charadriiformes"
"584","Tringa totanus","Animalia","Aves","Charadriiformes","2212","Tringa totanus","Scolopacidae","accepted name","Tringa","Charadriiformes"
"585","Himantopus himantopus","Animalia","Aves","Charadriiformes","2212","Himantopus himantopus","Recurvirostridae","accepted name","Himantopus","Charadriiformes"
"586","Burhinus oedicnemus","Animalia","Aves","Charadriiformes","2212","Burhinus oedicnemus","Burhinidae","accepted name","Burhinus","Charadriiformes"
"587","Haematopus ostralegus","Animalia","Aves","Charadriiformes","3293","Haematopus ostralegus","Haematopodidae","accepted name","Haematopus","Charadriiformes"
"588","Calidris canutus","Animalia","Aves","Charadriiformes","3293","Calidris canutus","Scolopacidae","accepted name","Calidris","Charadriiformes"
"589","Haematopus fuliginosus","Animalia","Aves","Charadriiformes","3129","Haematopus fuliginosus","Haematopodidae","accepted name","Haematopus","Animalia"
"590","Charadrius bicinctus","Animalia","Aves","Charadriiformes","3129","Charadrius bicinctus","Charadriidae","accepted name","Charadrius","Animalia"
"591","Pluvialis squatarola","Animalia","Aves","Charadriiformes","3129","Pluvialis squatarola","Charadriidae","accepted name","Pluvialis","Animalia"
"592","Arenaria interpres","Animalia","Aves","Charadriiformes","3129","Arenaria interpres","Scolopacidae","accepted name","Arenaria","Animalia"
"593","Numenius madagascariensis","Animalia","Aves","Charadriiformes","3129","Numenius madagascariensis","Scolopacidae","accepted name","Numenius","Animalia"
"594","Tringa nebularia","Animalia","Aves","Charadriiformes","3129","Tringa nebularia","Scolopacidae","accepted name","Tringa","Animalia"
"595","Calidris canutus","Animalia","Aves","Charadriiformes","3129","Calidris canutus","Scolopacidae","accepted name","Calidris","Animalia"
"596","Calidris tenuirostris","Animalia","Aves","Charadriiformes","3129","Calidris tenuirostris","Scolopacidae","accepted name","Calidris","Animalia"
"597","Calidris ruficollis","Animalia","Aves","Charadriiformes","3129","Calidris ruficollis","Scolopacidae","accepted name","Calidris","Animalia"
"598","Calidris ferruginea","Animalia","Aves","Charadriiformes","3129","Calidris ferruginea","Scolopacidae","accepted name","Calidris","Animalia"
"599","Limosa lapponica","Animalia","Aves","Charadriiformes","3129","Limosa lapponica","Scolopacidae","accepted name","Limosa","Animalia"
"600","Haematopus longirostris","Animalia","Aves","Charadriiformes","3129","Haematopus longirostris","Haematopodidae","accepted name","Haematopus","Animalia"
"601","Charadrius bicinctus","Animalia","Reptilia","Dinosauria","3129","Charadrius bicinctus","Not assigned","accepted name","Charadrius","Animalia"
"602","Charadrius mongolus","Animalia","Aves","Charadriiformes","3129","C. mongolus","Charadriidae","accepted name","Charadrius","Animalia"
"603","Haematopus fuliginosus","Animalia","Aves","Charadriiformes","3148","Haematopus fuliginosus","Haematopodidae","accepted name","Haematopus","Animalia"
"604","Charadrius mongolus","Animalia","Aves","Charadriiformes","3148","Charadrius mongolus","Charadriidae","accepted name","Charadrius","Animalia"
"605","Charadrius bicinctus","Animalia","Aves","Charadriiformes","3148","Charadrius bicinctus","Charadriidae","accepted name","Charadrius","Animalia"
"606","Charadrius ruficapillus","Animalia","Aves","Charadriiformes","3148","Charadrius ruficapillus","Charadriidae","accepted name","Charadrius","Animalia"
"607","Calidris acuminata","Animalia","Aves","Charadriiformes","3148","Calidris acuminata","Scolopacidae","accepted name","Calidris","Animalia"
"608","Calidris ruficollis","Animalia","Aves","Charadriiformes","3148","Calidris ruficollis","Scolopacidae","accepted name","Calidris","Animalia"
"609","Calidris ferruginea","Animalia","Aves","Charadriiformes","3148","Calidris ferruginea","Scolopacidae","accepted name","Calidris","Animalia"
"610","Limosa lapponica","Animalia","Aves","Charadriiformes","3148","Limosa lapponica","Scolopacidae","accepted name","Limosa","Animalia"
"611","Haematopus longirostris","Animalia","Aves","Charadriiformes","3148","Haematopus longirostris","Haematopodidae","accepted name","Haematopus","Animalia"
"612","Charadrius bicinctus","Animalia","Reptilia","Dinosauria","3148","Charadrius bicinctus","Not assigned","accepted name","Charadrius","Animalia"
"613","Vanellus vanellus","Animalia","Aves","Charadriiformes","5","Vanellus vanellus","Charadriidae","accepted name","Vanellus","Aves"
"614","Alauda arvensis","Animalia","Aves","Passeriformes","5","Alauda arvensis","Alaudidae","accepted name","Alauda","Aves"
"615","Emberiza citrinella","Animalia","Aves","Passeriformes","5","Emberiza citrinella","Emberizidae","accepted name","Emberiza","Aves"
"616","Sylvia communis","Animalia","Aves","Passeriformes","5","Sylvia communis","Sylviidae","accepted name","Sylvia","Aves"
"617","Charadrius mongolus","Animalia","Aves","Charadriiformes","3135","Charadrius mongolus","Charadriidae","accepted name","Charadrius","Charadriiformes"
"618","Pluvialis squatarola","Animalia","Aves","Charadriiformes","3135","Pluvialis squatarola","Charadriidae","accepted name","Pluvialis","Charadriiformes"
"619","Arenaria interpres","Animalia","Aves","Charadriiformes","3135","Arenaria interpres","Scolopacidae","accepted name","Arenaria","Charadriiformes"
"620","Numenius madagascariensis","Animalia","Aves","Charadriiformes","3135","Numenius madagascariensis","Scolopacidae","accepted name","Numenius","Charadriiformes"
"621","Tringa brevipes","Animalia","Aves","Charadriiformes","3135","Tringa brevipes","Scolopacidae","accepted name","Tringa","Charadriiformes"
"622","Calidris canutus","Animalia","Aves","Charadriiformes","3135","Calidris canutus","Scolopacidae","accepted name","Calidris","Charadriiformes"
"623","Calidris ferruginea","Animalia","Aves","Charadriiformes","3135","Calidris ferruginea","Scolopacidae","accepted name","Calidris","Charadriiformes"
"624","Limosa lapponica","Animalia","Aves","Charadriiformes","3135","Limosa lapponica","Scolopacidae","accepted name","Limosa","Charadriiformes"
"625","Xenus cinereus","Animalia","Aves","Charadriiformes","3135","Xenus cinereus","Scolopacidae","accepted name","Xenus","Charadriiformes"
