"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"129","Myodes gapperi","Animalia","Mammalia","Rodentia","3438","Clethrionomys gapperi","Cricetidae","accepted name","Myodes","Cricetidae"
"130","Peromyscus maniculatus","Animalia","Mammalia","Rodentia","3702","Peromyscus maniculatus","Cricetidae","accepted name","Peromyscus","Cricetidae"
"131","Lemmiscus curtatus","Animalia","Mammalia","Rodentia","3702","Lemmiscus curtatus","Cricetidae","accepted name","Lemmiscus","Cricetidae"
"132","Peromyscus maniculatus","Animalia","Mammalia","Rodentia","3992","Peromyscus maniculatus","Cricetidae","accepted name","Peromyscus","Peromyscus maniculatus"
"133","Dicrostonyx groenlandicus","Animalia","Mammalia","Rodentia","3703","Dicrostonyx groenlandicus","Cricetidae","accepted name","Dicrostonyx","Animalia"
"134","Lemmus trimucronatus","Animalia","Mammalia","Rodentia","3703","Lemmus trimucronatus","Cricetidae","accepted name","Lemmus","Animalia"
"135","Buteo lagopus","Animalia","Aves","Accipitriformes","3703","Buteo lagopus","Accipitridae","accepted name","Buteo","Animalia"
"136","Stercorarius longicaudus","Animalia","Aves","Charadriiformes","3703","Stercorarius longicaudus","Stercorariidae","accepted name","Stercorarius","Animalia"
"137","Bubo scandiacus","Animalia","Aves","Strigiformes","3703","Bubo scandiacus","Strigidae","accepted name","Bubo","Animalia"
"138","Dicrostonyx richardsoni","Animalia","Mammalia","Rodentia","3295","Dicrostonyx richardsoni","Cricetidae","accepted name","Dicrostonyx","Animalia"
"139","Branta canadensis","Animalia","Aves","Anseriformes","3295","Branta canadensis","Anatidae","accepted name","Branta","Animalia"
"140","Vulpes lagopus","Animalia","Mammalia","Carnivora","3295","Alopex lagopus","Canidae","accepted name","Vulpes","Animalia"
"141","Rattus rattus","Animalia","Mammalia","Rodentia","3925","Rattus rattus","Muridae","accepted name","Rattus","Animalia"
"142","Rattus exulans","Animalia","Mammalia","Rodentia","3925","Rattus exulans","Muridae","accepted name","Rattus","Animalia"
"143","Felis catus","Animalia","Mammalia","Carnivora","3925","Felis catus","Felidae","accepted name","Felis","Animalia"
"144","Acrocephalus aequinoctialis","Animalia","Aves","Passeriformes","3925","Acrocephalus aequinoctialis","Acrocephalidae","accepted name","Acrocephalus","Animalia"
"145","Myocastor coypus","Animalia","Mammalia","Rodentia","4314","Myocastor coypus","Myocastoridae","accepted name","Myocastor","Animalia"
"146","Panurus biarmicus","Animalia","Aves","Passeriformes","4314","Panurus biarmicus","Panuridae","accepted name","Panurus","Animalia"
"147","Inia geoffrensis","Animalia","Mammalia","Cetacea","2671","Inia geoffrensis","Iniidae","accepted name","Inia","Inia geoffrensis"
"148","Pontoporia blainvillei","Animalia","Mammalia","Cetacea","3551","Pontoporia blainvillei","Iniidae","accepted name","Pontoporia","Pontoporia blainvillei"
"149","Platanista gangetica","Animalia","Mammalia","Cetacea","1376","Platanista gangetica","Platanistidae","accepted name","Platanista","Animalia"
"150","Lutrogale perspicillata","Animalia","Mammalia","Carnivora","1376","Lutrogale perspicillata","Mustelidae","accepted name","Lutrogale","Animalia"
"151","Gavialis gangeticus","Animalia","Reptilia","Crocodylia","1376","Gavialis gangeticus","Gavialidae","accepted name","Gavialis","Animalia"
"152","Setipinna brevifilis","Animalia","Actinopterygii","Clupeiformes","1376","Setipinna brevifilis","Engraulidae","accepted name","Setipinna","Animalia"
"153","Mystus cavasius","Animalia","Actinopterygii","Siluriformes","1376","Mystus cavasius","Bagridae","accepted name","Mystus","Animalia"
"154","Puntius sophore","Animalia","Actinopterygii","Cypriniformes","1376","Puntius sophore","Cyprinidae","accepted name","Puntius","Animalia"
"155","Macrognathus pancalus","Animalia","Actinopterygii","Synbranchiformes","1376","Macrognathus pancalus","Mastacembelidae","accepted name","Macrognathus","Animalia"
"156","Osteobrama cotio","Animalia","Actinopterygii","Cypriniformes","1376","Osteobrama cotio","Cyprinidae","accepted name","Osteobrama","Animalia"
"157","Sperata seenghala","Animalia","Actinopterygii","Siluriformes","1376","Sperata seenghala","Bagridae","accepted name","Sperata","Animalia"
"158","Mystus albolineatus","Animalia","Actinopterygii","Siluriformes","1376","Mystus cavasius","Bagridae","accepted name","Mystus","Animalia"
"159","Sousa chinensis","Animalia","Mammalia","Cetacea","2790","Sousa chinensis","Delphinidae","accepted name","Sousa","Sousa chinensis"
"160","Tursiops truncatus","Animalia","Mammalia","Cetacea","2479","Tursiops truncatus","Delphinidae","accepted name","Tursiops","Tursiops truncatus"
"161","Tursiops truncatus","Animalia","Mammalia","Cetacea","2490","Tursiops truncatus","Delphinidae","accepted name","Tursiops","Tursiops truncatus"
"162","Tursiops truncatus","Animalia","Mammalia","Cetacea","3027","Tursiops truncatus","Delphinidae","accepted name","Tursiops","Tursiops truncatus"
"163","Tursiops truncatus","Animalia","Mammalia","Cetacea","3048","Tursiops truncatus","Delphinidae","accepted name","Tursiops","Tursiops truncatus"
"164","Delphinus delphis","Animalia","Mammalia","Cetacea","1672","Delphinus delphis","Delphinidae","accepted name","Delphinus","Animalia"
"165","Balaenoptera edeni","Animalia","Mammalia","Cetacea","1672","Balaenoptera edeni","Balaenopteridae","accepted name","Balaenoptera","Animalia"
"166","Oceanodroma melania","Animalia","Aves","Procellariiformes","1672","Oceanodroma melania","Hydrobatidae","accepted name","Oceanodroma","Animalia"
"167","Sula nebouxii","Animalia","Aves","Suliformes","1672","Sula nebouxii","Sulidae","accepted name","Sula","Animalia"
"168","Balaenoptera physalus","Animalia","Mammalia","Cetacea","1672","B. physalus","Balaenopteridae","accepted name","Balaenoptera","Animalia"
"169","Oceanodroma microsoma","Animalia","Aves","Procellariiformes","1672","O. microsoma","Hydrobatidae","accepted name","Oceanodroma","Animalia"
"170","Orcinus orca","Animalia","Mammalia","Cetacea","2099","Orcinus orca","Delphinidae","accepted name","Orcinus","Mammalia"
"171","Phocoenoides dalli","Animalia","Mammalia","Cetacea","2099","Phocoenoides dalli","Phocoenidae","accepted name","Phocoenoides","Mammalia"
"172","Megaptera novaeangliae","Animalia","Mammalia","Cetacea","2099","Megaptera novaeangliae","Balaenopteridae","accepted name","Megaptera","Mammalia"
"173","Callorhinus ursinus","Animalia","Mammalia","Carnivora","2099","Callorhinus ursinus","Otariidae","accepted name","Callorhinus","Mammalia"
"174","Mirounga angustirostris","Animalia","Mammalia","Carnivora","2099","Mirounga angustirostris","Phocidae","accepted name","Mirounga","Mammalia"
"175","Phocoena phocoena","Animalia","Mammalia","Cetacea","1161","Phocoena phocoena","Phocoenidae","accepted name","Phocoena","Phocoena phocoena"
"176","Phocoena phocoena","Animalia","Mammalia","Cetacea","2384","Phocoena phocoena","Phocoenidae","accepted name","Phocoena","Phocoena phocoena"
"177","Phocoena phocoena","Animalia","Mammalia","Cetacea","2388","Phocoena phocoena","Phocoenidae","accepted name","Phocoena","Phocoena phocoena"
"178","Neophocaena phocaenoides","Animalia","Mammalia","Cetacea","2675","Neophocaena phocaenoides","Phocoenidae","accepted name","Neophocaena","Neophocaena phocaenoides"
"179","Physeter macrocephalus","Animalia","Mammalia","Cetacea","545","Physeter macrocephalus","Physeteridae","accepted name","Physeter","Physeter macrocephalus"
"180","Physeter macrocephalus","Animalia","Mammalia","Cetacea","1526","Physeter macrocephalus","Physeteridae","accepted name","Physeter","Physeter macrocephalus"
"181","Physeter macrocephalus","Animalia","Mammalia","Cetacea","4449","Physeter macrocephalus","Physeteridae","accepted name","Physeter","Physeter macrocephalus"
"182","Mesoplodon bidens","Animalia","Mammalia","Cetacea","3258","Mesoplodon bidens","Hyperoodontidae","accepted name","Mesoplodon","Mesoplodon bidens"
"183","Eschrichtius robustus","Animalia","Mammalia","Cetacea","918","Eschrichtius robustus","Eschrichtiidae","accepted name","Eschrichtius","Eschrichtius robustus"
"184","Eschrichtius robustus","Animalia","Mammalia","Cetacea","2095","Eschrichtius robustus","Eschrichtiidae","accepted name","Eschrichtius","Eschrichtius robustus"
"185","Eschrichtius robustus","Animalia","Mammalia","Cetacea","4445","Eschrichtius robustus","Eschrichtiidae","accepted name","Eschrichtius","Eschrichtius robustus"
"186","Balaenoptera edeni","Animalia","Mammalia","Cetacea","4446","Balaenoptera edeni","Balaenopteridae","accepted name","Balaenoptera","Cetacea"
"187","Megaptera novaeangliae","Animalia","Mammalia","Cetacea","4446","Megaptera novaeangliae","Balaenopteridae","accepted name","Megaptera","Cetacea"
"188","Eubalaena australis","Animalia","Mammalia","Cetacea","4446","Eubalaena australis","Balaenidae","accepted name","Eubalaena","Cetacea"
"189","Delphinus capensis","Animalia","Mammalia","Cetacea","4446","Delphinus capensis","Delphinidae","accepted name","Delphinus","Cetacea"
"190","Tursiops aduncus","Animalia","Mammalia","Cetacea","4446","Tursiops aduncus","Delphinidae","accepted name","Tursiops","Cetacea"
"191","Megaptera novaeangliae","Animalia","Mammalia","Cetacea","536","Megaptera novaeangliae","Balaenopteridae","accepted name","Megaptera","Megaptera novaeangliae"
"192","Megaptera novaeangliae","Animalia","Mammalia","Cetacea","1901","Megaptera novaeangliae","Balaenopteridae","accepted name","Megaptera","Megaptera novaeangliae"
"193","Ursus arctos","Animalia","Mammalia","Carnivora","182","Ursus arctos","Ursidae","accepted name","Ursus","Mammalia"
"194","Gulo gulo","Animalia","Mammalia","Carnivora","182","Gulo gulo","Mustelidae","accepted name","Gulo","Mammalia"
"195","Lynx lynx","Animalia","Mammalia","Carnivora","182","Lynx lynx","Felidae","accepted name","Lynx","Mammalia"
"196","Canis lupus","Animalia","Mammalia","Carnivora","182","Canis lupus","Canidae","accepted name","Canis","Mammalia"
"197","Rangifer tarandus","Animalia","Mammalia","Artiodactyla","182","Rangifer tarandus","Cervidae","accepted name","Rangifer","Mammalia"
"198","Ovis aries","Animalia","Mammalia","Artiodactyla","182","Ovis aries","Bovidae","accepted name","Ovis","Mammalia"
"199","Ursus arctos","Animalia","Mammalia","Carnivora","1363","Ursus arctos","Ursidae","accepted name","Ursus","Ursus arctos"
"200","Ursus americanus","Animalia","Mammalia","Carnivora","3412","Ursus americanus","Ursidae","accepted name","Ursus","Ursus americanus"
"201","Enhydra lutris","Animalia","Mammalia","Carnivora","2297","Enhydra lutris","Mustelidae","accepted name","Enhydra","Animalia"
"202","Haliaeetus leucocephalus","Animalia","Aves","Accipitriformes","2297","Haliaeetus leucocephalus","Accipitridae","accepted name","Haliaeetus","Animalia"
"203","Larus glaucescens","Animalia","Aves","Charadriiformes","2297","Larus glaucescens","Laridae","accepted name","Larus","Animalia"
"204","Aptocyclus ventricosus","Animalia","Actinopterygii","Scorpaeniformes","2297","Aptocyclus ventricosus","Cyclopteridae","accepted name","Aptocyclus","Animalia"
"205","Pleurogrammus monopterygius","Animalia","Actinopterygii","Scorpaeniformes","2297","Pleurogrammus monopterygius","Hexagrammidae","accepted name","Pleurogrammus","Animalia"
"206","Lagopus muta","Animalia","Aves","Galliformes","2297","Lagopus mutus","Phasianidae","accepted name","Lagopus","Animalia"
"207","Gulo gulo","Animalia","Mammalia","Carnivora","3328","Gulo gulo","Mustelidae","accepted name","Gulo","Gulo gulo"
"208","Martes americana","Animalia","Mammalia","Carnivora","751","Martes americana","Mustelidae","accepted name","Martes","Martes americana"
"209","Procyon lotor","Animalia","Mammalia","Carnivora","3705","Procyon lotor","Procyonidae","accepted name","Procyon","Animalia"
"210","Canis latrans","Animalia","Mammalia","Carnivora","3705","Canis latrans","Canidae","accepted name","Canis","Animalia"
"211","Neovison vison","Animalia","Mammalia","Carnivora","3705","Neovison vison","Mustelidae","accepted name","Neovison","Animalia"
"212","Phalacrocorax auritus","Animalia","Aves","Suliformes","3705","Phalacrocorax auritus","Phalacrocoracidae","accepted name","Phalacrocorax","Animalia"
"213","Ardea herodias","Animalia","Aves","Pelecaniformes","3705","Ardea herodias","Ardeidae","accepted name","Ardea","Animalia"
"214","Haliaeetus leucocephalus","Animalia","Aves","Accipitriformes","3705","Haliaeetus leucocephalus","Accipitridae","accepted name","Haliaeetus","Animalia"
"215","Larus marinus","Animalia","Aves","Charadriiformes","3705","Larus marinus","Laridae","accepted name","Larus","Animalia"
"216","Larus argentatus","Animalia","Aves","Charadriiformes","3705","L. argentatus","Laridae","accepted name","Larus","Animalia"
"217","Lynx canadensis","Animalia","Mammalia","Carnivora","759","Lynx canadensis","Felidae","accepted name","Lynx","Lynx canadensis"
"218","Panthera onca","Animalia","Mammalia","Carnivora","3819","Panthera onca","Felidae","accepted name","Panthera","Panthera"
"219","Panthera tigris","Animalia","Mammalia","Carnivora","3819","P. tigris","Felidae","accepted name","Panthera","Panthera"
"220","Panthera onca","Animalia","Mammalia","Carnivora","3920","Panthera onca","Felidae","accepted name","Panthera","Felidae"
"221","Puma concolor","Animalia","Mammalia","Carnivora","3920","Puma concolor","Felidae","accepted name","Puma","Felidae"
"222","Canis lupus","Animalia","Mammalia","Carnivora","760","Canis lupus","Canidae","accepted name","Canis","Mammalia"
"223","Cervus elaphus","Animalia","Mammalia","Artiodactyla","760","Cervus elaphus","Cervidae","accepted name","Cervus","Mammalia"
"224","Canis lupus","Animalia","Mammalia","Carnivora","1678","Canis lupus","Canidae","accepted name","Canis","Mammalia"
"225","Cervus elaphus","Animalia","Mammalia","Artiodactyla","1678","Cervus elaphus","Cervidae","accepted name","Cervus","Mammalia"
"226","Odocoileus hemionus","Animalia","Mammalia","Artiodactyla","1678","Odocoileus hemionus","Cervidae","accepted name","Odocoileus","Mammalia"
"227","Alces alces","Animalia","Mammalia","Artiodactyla","1678","Alces alces","Cervidae","accepted name","Alces","Mammalia"
"228","Bison bison","Animalia","Mammalia","Artiodactyla","1678","Bison bison","Bovidae","accepted name","Bison","Mammalia"
"229","Ovis canadensis","Animalia","Mammalia","Artiodactyla","1678","Ovis canadensis","Bovidae","accepted name","Ovis","Mammalia"
"230","Antilocapra americana","Animalia","Mammalia","Artiodactyla","1678","Antilocapra americana","Antilocapridae","accepted name","Antilocapra","Mammalia"
"231","Canis latrans","Animalia","Mammalia","Carnivora","3324","Canis latrans","Canidae","accepted name","Canis","Mammalia"
"232","Odocoileus virginianus","Animalia","Mammalia","Artiodactyla","3324","Odocoileus virginianus","Cervidae","accepted name","Odocoileus","Mammalia"
"233","Vulpes vulpes","Animalia","Mammalia","Carnivora","1568","Vulpes vulpes","Canidae","accepted name","Vulpes","Animalia"
"234","Lyrurus tetrix","Animalia","Aves","Galliformes","1568","Tetrao tetrix","Phasianidae","accepted name","Lyrurus","Animalia"
"235","Vulpes vulpes","Animalia","Mammalia","Carnivora","3986","Vulpes vulpes","Canidae","accepted name","Vulpes","Animalia"
"236","Martes martes","Animalia","Mammalia","Carnivora","3986","Martes martes","Mustelidae","accepted name","Martes","Animalia"
"237","Tetrao urogallus","Animalia","Aves","Galliformes","3986","Tetrao urogallus","Phasianidae","accepted name","Tetrao","Animalia"
"238","Corvus corone","Animalia","Aves","Passeriformes","3986","Corvus corone","Corvidae","accepted name","Corvus","Animalia"
"239","Eumetopias jubatus","Animalia","Mammalia","Carnivora","1338","Eumetopias jubatus","Otariidae","accepted name","Eumetopias","Eumetopias jubatus"
"240","Arctocephalus gazella","Animalia","Mammalia","Carnivora","543","Arctocephalus gazella","Otariidae","accepted name","Arctocephalus","Arctocephalus gazella"
"241","Arctocephalus tropicalis","Animalia","Mammalia","Carnivora","2605","Arctocephalus tropicalis","Otariidae","accepted name","Arctocephalus","Animalia"
"242","Eudyptes moseleyi","Animalia","Aves","Sphenisciformes","2605","Eudyptes moseleyi","Spheniscidae","accepted name","Eudyptes","Animalia"
"243","Phoca vitulina","Animalia","Mammalia","Carnivora","1373","Phoca vitulina","Phocidae","accepted name","Phoca","Phoca vitulina"
"244","Phoca vitulina","Animalia","Mammalia","Carnivora","1406","Phoca vitulina","Phocidae","accepted name","Phoca","Phoca vitulina"
"245","Phoca vitulina","Animalia","Mammalia","Carnivora","1522","Phoca vitulina","Phocidae","accepted name","Phoca","Phoca vitulina"
"246","Phoca vitulina","Animalia","Mammalia","Carnivora","2797","Phoca vitulina","Phocidae","accepted name","Phoca","Phoca"
"247","Phoca vitulina","Animalia","Mammalia","Carnivora","2797","P. vitulina","Phocidae","accepted name","Phoca","Phoca"
"248","Mirounga leonina","Animalia","Mammalia","Carnivora","1503","Mirounga leonina","Phocidae","accepted name","Mirounga","Mirounga leonina"
"249","Mirounga leonina","Animalia","Mammalia","Carnivora","3507","Mirounga leonina","Phocidae","accepted name","Mirounga","Mirounga leonina"
"250","Odocoileus hemionus","Animalia","Mammalia","Artiodactyla","770","Odocoileus hemionus","Cervidae","accepted name","Odocoileus","Odocoileus"
"251","Odocoileus virginianus","Animalia","Mammalia","Artiodactyla","770","Odocoileus virginianus","Cervidae","accepted name","Odocoileus","Odocoileus"
"252","Odocoileus virginianus","Animalia","Mammalia","Artiodactyla","3415","Odocoileus virginianus","Cervidae","accepted name","Odocoileus","Odocoileus virginianus"
"253","Rangifer tarandus","Animalia","Mammalia","Artiodactyla","669","Rangifer tarandus","Cervidae","accepted name","Rangifer","Rangifer tarandus"
