"","RN","Trend_01_60","Trend_02_60","Trend_05_60","Trend_01_maj","Trend_02_maj","Trend_05_maj","Trend_sig_01_60","Trend_sig_005_60","Trend_sig_01_maj","Trend_sig_005_maj","av_lmbd","loCI","upCI","se","p","N","Trend_meta_01","Trend_meta_005"
"214",1390,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0251461521324175,-0.0411385269018221,-0.00915377736301288,NA,0.00455606178261567,1,"Decline","Decline"
"215",1392,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Varied","Decline","Varied",-0.0674071245868805,-0.103938566422561,-0.0308756827511998,0.0186388332254246,0.000298626666573497,2,"Decline","Decline"
"216",1393,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0905410890322235,0.0770521796450005,0.104029998419447,NA,2.09416937393313e-09,1,"Increase","Increase"
"217",1396,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.100336968940569,0.0457931377659702,0.154880800115168,0.0278289966575069,0.000311573121587225,10,"Increase","Increase"
"218",1398,"Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied",-0.0334105807265028,-0.112035427544192,0.0452142660911861,0.0401154548950244,0.404923368266009,2,"Stable","Stable"
"219",1400,"Varied","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Increase","Increase",-0.00146952696096303,-0.0172187098773598,0.0142796559554338,0.00803544505951352,0.854891710287893,4,"Stable","Stable"
"220",1401,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00013438603914464,-0.000994294030149744,0.000725521951860464,0.000438736628727848,0.759374487015114,31,"Stable","Stable"
"221",1404,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00677374275799213,-0.0323942810263526,0.0188467955103683,NA,0.503621442327033,1,"Stable","Stable"
"222",1405,"Varied","Varied","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0721085773726123,-0.18092168500372,0.325138839748944,0.129099444873581,0.576468435880767,12,"Stable","Stable"
"223",1406,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.036668937996475,0.0127343019385277,0.0606035740544223,0.0122117734033588,0.00267549570914429,2,"Increase","Increase"
"224",1408,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0774509799929459,-1.57805799938473,1.42315603939884,NA,0.630476361172716,1,"Stable","Stable"
"225",1416,"Stable","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Decline","Decline",0.00616265730017175,-0.00184226210157204,0.0141675767019155,0.00408421760036693,0.131325506155327,10,"Stable","Stable"
"226",1429,"Increase","Varied","Varied","Increase","Varied","Varied","Stable","Stable","Stable","Stable",0.0335316415894999,-0.0105329301209047,0.0775962132999046,0.0224823374602699,0.135839195208574,2,"Stable","Stable"
"227",1456,"Decline","Decline","Varied","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0496174526930037,-0.0728423342377349,-0.0263925711482725,0.0118496470996029,2.82352884632029e-05,3,"Decline","Decline"
"228",1457,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00107119876456884,-0.00512607073230032,0.007268468261438,0.00316193029349132,0.734775464246703,2,"Stable","Stable"
"229",1458,"Increase","Increase","Varied","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0444084012199191,0.00650885630927391,0.0823079461305643,0.0193368578247315,0.0216434485548575,7,"Increase","Increase"
"230",1461,"Decline","Varied","Stable","Decline","Varied","Stable","Stable","Stable","Stable","Stable",-0.0297366869338865,-0.0478734129706613,-0.0115999608971117,0.00925360168851826,0.00131116059014744,4,"Decline","Decline"
"231",1463,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0426602828989404,-0.0653277454317052,0.150648311229586,NA,0.356460457569547,1,"Stable","Stable"
"232",1466,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",-0.0131589652206003,-0.047671468951401,0.0213535385102004,0.0176087438356168,0.454884173474387,2,"Stable","Stable"
"233",1467,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.068341902287948,-0.176905906538932,0.0402221019630359,NA,0.180211532436368,1,"Stable","Stable"
"234",1468,"Varied","Varied","Varied","Varied","Stable","Stable","Varied","Varied","Varied","Varied",-0.0140537146700349,-0.0516880807422576,0.0235806514021879,0.0192015600128767,0.464226653065061,3,"Stable","Stable"
"235",1469,"Decline","Decline","Stable","Decline","Decline","Stable","Varied","Varied","Varied","Varied",-0.0395429080602224,-0.0693785143724209,-0.0097073017480238,0.0152225278359899,0.00938621633242113,2,"Decline","Decline"
"236",1473,"Varied","Varied","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.00563997629549683,-0.00387453603554188,0.0151544886265355,0.00485443222737151,0.245308601271774,21,"Stable","Stable"
"237",1474,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0125656184345286,-0.0426486810335408,0.0175174441644835,NA,0.369385776188608,1,"Stable","Stable"
"238",1475,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00120367730164461,-0.00241250139998803,5.14679669880972e-06,0.000616758322029623,0.0509834476691742,6,"Decline","Stable"
"239",1477,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00471621252355549,-0.0120189786359871,0.00258655358887617,NA,0.194136369980201,1,"Stable","Stable"
"240",1478,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.000404141541450876,-0.43785712874684,0.438665411829742,0.223606797749979,0.998557923444233,4,"Stable","Stable"
"241",1485,"Varied","Varied","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.06180386487692,-0.144794479224601,0.26840220897844,0.105409255338946,0.557658515609435,18,"Stable","Stable"
"242",1486,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00119199525145456,-0.00214279193449558,-0.00024119856841353,NA,0.0176365318290588,1,"Decline","Decline"
"243",1487,"Varied","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Stable","Stable",0.00180311522090589,-0.0071303117798888,0.0107365422217006,0.0045579546722595,0.692402022561279,6,"Stable","Stable"
"244",1488,"Increase","Increase","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.239316947202733,-0.0919774329270031,0.57061132733247,0.169030850945703,0.156828753222527,7,"Stable","Stable"
"245",1489,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00352799974844723,-0.00768267291982186,0.000626673422927401,0.00211977016115917,0.0960462482190964,3,"Decline","Stable"
"246",1492,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.000627155615282509,-0.00875050767747095,0.010004818908036,NA,0.890446979886374,1,"Stable","Stable"
"247",1493,"Increase","Varied","Stable","Increase","Varied","Stable","Increase","Varied","Increase","Varied",0.0212093502307959,-0.00521602418625557,0.0476347246478473,0.0134825816318521,0.115697363797557,2,"Stable","Stable"
"248",1495,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0137610444507567,0.00697624976892071,0.0205458391325926,NA,0.000836894632936041,1,"Increase","Increase"
"249",1497,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0371751804784333,-0.0665481295482884,-0.00780223140857825,0.0149864738850026,0.0131168013578027,4,"Decline","Decline"
"250",1498,"Decline","Decline","Varied","Decline","Decline","Varied","Stable","Stable","Stable","Stable",-0.0938404017229066,-0.337635012193393,0.14995420874758,0.124387290987747,0.450596382372625,2,"Stable","Stable"
"251",1500,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Stable","Decline","Stable",-0.0140137895369962,-0.029118538418144,0.00109095934415167,NA,0.0655899983451154,1,"Decline","Stable"
"252",1502,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00602480238383425,NA,NA,NA,NA,1,"Stable","Stable"
"253",1503,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00103426848488493,-0.0265257012936443,0.0244571643238745,NA,0.696972062169533,1,"Stable","Stable"
"254",1505,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00629166727897606,-0.00378433163237597,0.0163676661903281,NA,0.183318389349127,1,"Stable","Stable"
"255",1506,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Varied","Decline","Stable",-0.0541508878820703,-0.113388940640358,0.00508716487621748,0.0302240516792911,0.0731892304369836,3,"Decline","Stable"
"256",1509,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0272252822325983,-0.00424944218492404,0.0587000066501207,0.0160588279508149,0.0900096557387574,2,"Increase","Stable"
"257",1515,"Increase","Increase","Varied","Increase","Increase","Varied","Stable","Stable","Stable","Stable",0.0324050149429686,-0.0358398065048916,0.100649836390829,0.0348194262681185,0.352029947164344,2,"Stable","Stable"
"258",1517,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0149481843384139,0.00678777864587456,0.0231085900309533,NA,0.00250738740302936,1,"Increase","Increase"
"259",1519,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",0.00257980836419254,-0.0361823816044298,0.0413419983328148,0.0197769909418609,0.896214414632946,2,"Stable","Stable"
"260",1520,"Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied",-0.0889932700621391,-0.518194743123533,0.340208202999255,0.218984367287808,0.684455351426887,2,"Stable","Stable"
"261",1521,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0101119363174528,-0.0186365924283519,-0.00158728020655367,NA,0.0215644387671032,1,"Decline","Decline"
"262",1522,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.018784878073749,-0.027277515169423,-0.010292240978075,NA,0.00164464161472344,1,"Decline","Decline"
"263",1523,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0235973597591881,-0.0324386849540805,-0.0147560345642957,0.0045109630914811,1.68492046009554e-07,3,"Decline","Decline"
"264",1525,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00781666622773215,-0.0190446755222655,0.00341134306680121,0.00572868143654601,0.172416820148298,6,"Stable","Stable"
"265",1526,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00830249259944071,-0.00954275728668914,-0.00706222791219228,NA,4.50227001719776e-18,1,"Decline","Decline"
"266",1527,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00548323446810992,-0.06981835658527,0.0588518876490502,NA,0.857576804555536,1,"Stable","Stable"
"267",1528,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",0.011208283322371,-0.0551029686428096,0.0775195352875516,0.0338328930981565,0.740430262285065,2,"Stable","Stable"
"268",1531,"Varied","Varied","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0166647626670662,-0.000370734185552089,0.0337002595196844,0.00869173973960342,0.055198514293713,3,"Increase","Stable"
"269",1537,"Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied",-0.0250794430946046,-0.0992274063716337,0.0490685201824245,0.0378312886674953,0.507376286007633,2,"Stable","Stable"
"270",1539,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",-0.0533438624145774,-0.237807321843251,0.131119597014097,0.0941157393113845,0.570856847178197,2,"Stable","Stable"
"271",1541,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.000515845724713636,-0.00912958600112341,0.0101612774505507,0.00492122906437005,0.916518237597816,3,"Stable","Stable"
"272",1545,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0784041396128811,0.0208025738253427,0.13600570540042,NA,0.0146819028082487,1,"Increase","Increase"
"273",1548,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0425786076574891,-0.0572804963282514,-0.0278767189867268,NA,0.00270163967374851,1,"Decline","Decline"
"274",1551,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.0694448736868178,-0.115665244407286,-0.0232245029663497,NA,0.00739369400260234,1,"Decline","Decline"
"275",1557,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.000392577041592584,-0.000929423918472105,0.00171457800165727,NA,0.329613376034826,1,"Stable","Stable"
"276",1561,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0790535720286004,0.0578443740000897,0.100262770057111,NA,9.37927386101552e-07,1,"Increase","Increase"
"277",1564,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00168910250029331,-0.00400546821764109,0.000627263217054478,0.00118184096014977,0.152943013581716,19,"Stable","Stable"
"278",1567,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00132610641382828,-0.0500375324849524,0.052689745312609,NA,0.955259376462526,1,"Stable","Stable"
"279",1568,"Decline","Decline","Stable","Decline","Decline","Stable","Varied","Stable","Varied","Stable",-0.0392841917286249,-0.0675495429093859,-0.0110188405478639,0.0144213625371254,0.00644910877395805,2,"Decline","Decline"
"280",1569,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00410469179248082,-0.0370026735701234,0.0287932899851618,0.0167849930086153,0.806808492757915,3,"Stable","Stable"
"281",1570,"Varied","Varied","Varied","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0125680612977189,-0.289748826167654,0.264612703572217,0.141421356237309,0.929185532729172,10,"Stable","Stable"
"282",1571,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0149545871179329,-0.0307884726443252,0.000879298408459352,0.00807866147096984,0.0641520191039985,4,"Decline","Stable"
"283",1577,"Varied","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.00547467693378565,-0.00755121436487035,0.0185005682324416,0.00664598502901205,0.410077623837566,4,"Stable","Stable"
"284",1582,"Increase","Stable","Stable","Increase","Stable","Stable","Varied","Varied","Stable","Stable",0.00954380526218514,-0.00273688269712961,0.0218244932214999,0.00626577225713495,0.12771741967371,6,"Stable","Stable"
"285",1584,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00060257545702718,-0.00567180104766823,0.00687695196172259,0.00320127132650747,0.85069631818076,3,"Stable","Stable"
"286",1586,"Varied","Varied","Stable","Varied","Stable","Stable","Stable","Stable","Stable","Stable",0.0107445637639939,0.000319809642971512,0.0211693178850163,0.00531884983767636,0.0433738892446003,6,"Increase","Increase"
"287",1588,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0168673962521294,-0.0193481983544474,0.0530829908587062,NA,0.332685887389501,1,"Stable","Stable"
"288",1592,"Varied","Varied","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00265907516806446,-0.440920345456355,0.435602195120226,0.223606797749979,0.990511983354969,4,"Stable","Stable"
"289",1593,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Stable","Decline","Stable",-0.0302515252570396,-0.0663331545347386,0.00583010402065944,NA,0.087851446921784,1,"Decline","Stable"
"290",1600,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",-0.00566986616991538,-0.0346730073974509,0.0233332750576202,0.0147977929473749,0.701603948900648,2,"Stable","Stable"
"291",1602,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0373233289396783,-0.475584599227969,0.400937941348612,0.223606797749979,0.867436929399803,4,"Stable","Stable"
"292",1610,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.841598739804916,-1.36457729442226,-0.318620185187574,0.266830696248773,0.00161018637164749,4,"Decline","Decline"
"293",1618,"Varied","Varied","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0150092766979,-0.00420674528821706,0.0342252986840171,0.00980427300587694,0.125796248413343,10,"Stable","Stable"
"294",1621,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Stable","Decline","Stable",-0.0185218153110646,-0.0378751587709912,0.00083152814886191,NA,0.0589414816870371,1,"Decline","Stable"
"295",1626,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0124998058220171,-0.0268666231175807,0.00186701147354646,0.0073301435173744,0.0881458097156734,2,"Decline","Stable"
"296",1633,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0320449155466234,-0.0371203073600501,-0.0269695237331968,NA,4.85384183757105e-07,1,"Decline","Decline"
"297",1635,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0204358475492601,0.0139333430960419,0.0269383520024783,NA,3.03974058528094e-07,1,"Increase","Increase"
"298",1636,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.000358864404051691,-0.00479756762853707,0.00551529643664045,NA,0.884552267980124,1,"Stable","Stable"
"299",1637,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.02151616596546,-0.0354452468601444,0.0784775787910643,NA,0.401415543127437,1,"Stable","Stable"
"300",1638,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Stable","Decline","Stable",-0.0124243956198322,-0.02658231861474,0.00173352737507556,NA,0.0837817848127538,1,"Decline","Stable"
"301",1639,"Varied","Varied","Stable","Increase","Stable","Stable","Varied","Varied","Increase","Stable",0.013506761511977,0.00620400029741562,0.0208095227265384,0.00372596704437665,0.000288922149729825,33,"Increase","Increase"
"302",1640,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0142393638826899,-0.0208092821643359,0.0492880099297156,NA,0.39603693904169,1,"Stable","Stable"
"303",1642,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0441926572235534,-0.0506791325872786,-0.0377061818598282,NA,9.44687908754604e-16,1,"Decline","Decline"
"304",1647,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.025767375122253,-0.0476795941709105,-0.00385515607359561,NA,0.0240159640077492,1,"Decline","Decline"
"305",1648,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0305576345879204,-0.100182179251078,0.0390669100752369,0.0355233796193944,0.389672235101275,2,"Stable","Stable"
"306",1649,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0189213187926049,-0.100420156255105,0.0625775186698954,NA,0.554293250172259,1,"Stable","Stable"
"307",1654,"Varied","Varied","Varied","Varied","Varied","Varied","Varied","Stable","Varied","Stable",-0.029199456616018,-0.0850104136727325,0.0266115004406964,0.0284755013341797,0.305163265809457,2,"Stable","Stable"
"308",1657,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0126812565911176,-0.00797098826384568,0.0333335014460809,NA,0.163425152633359,1,"Stable","Stable"
"309",1658,"Varied","Varied","Varied","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.00147744366656395,-0.0680683166507358,0.0710232039838637,0.0354831827859429,0.966787394419431,13,"Stable","Stable"
"310",1660,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00152997182852833,-0.00613692490941535,0.00307698125235869,NA,0.485783408498659,1,"Stable","Stable"
"311",1662,"Varied","Varied","Varied","Decline","Decline","Decline","Decline","Varied","Decline","Varied",-0.187115119946223,-0.314612725419489,-0.0596175144729583,0.0650509940381303,0.00402191809743835,6,"Decline","Decline"
"312",1663,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Stable","Decline","Stable",-0.00905721198058614,-0.0183695745674152,0.000255150606242935,NA,0.0554418191516449,1,"Decline","Stable"
"313",1664,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00174575482128539,-0.0910303559288484,0.0945218655714191,NA,0.966452748114,1,"Stable","Stable"
"314",1666,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00362539897455452,-0.00556226760825099,0.01281306555736,NA,0.399921142718837,1,"Stable","Stable"
"315",1667,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0251497020923009,0.0169168119574354,0.0333825922271664,0.0042005313361906,2.1339649479708e-09,2,"Increase","Increase"
"316",1668,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0278845273189082,0.0126827087558309,0.0430863458819855,NA,0.00195766250221158,1,"Increase","Increase"
"317",1669,"Increase","Varied","Stable","Increase","Varied","Stable","Increase","Increase","Increase","Increase",0.0239471996548231,0.0124679787774643,0.035426420532182,0.00585685296663891,4.3370648673178e-05,4,"Increase","Increase"
"318",1670,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0521328621176961,0.0381148485540639,0.0661508756813282,NA,9.64068129131127e-07,1,"Increase","Increase"
"319",1671,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.168737248532331,-0.920887702806392,0.583413205741731,NA,0.436256761159346,1,"Stable","Stable"
"320",1672,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.262147026972109,-0.430020787128221,-0.0942732668159975,0.08565145149619,0.00220875082734964,7,"Decline","Decline"
"321",1673,"Decline","Varied","Varied","Decline","Varied","Varied","Varied","Varied","Varied","Varied",-0.0455837000447751,-0.108901083538164,0.017733683448614,0.0323053811155861,0.158237245768245,2,"Stable","Stable"
"322",1674,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0561331727622703,0.0380944043882487,0.0741719411362919,NA,3.81905604656441e-06,1,"Increase","Increase"
"323",1677,"Decline","Varied","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0197316358360243,-0.0345152792355796,-0.00494799243646909,0.00754281380482843,0.00889791695167358,4,"Decline","Decline"
"324",1678,"Varied","Stable","Stable","Varied","Stable","Stable","Varied","Varied","Varied","Varied",0.00105412751605462,-0.0191065901345432,0.0212148451666524,0.0102862694465934,0.918376410481958,2,"Stable","Stable"
"325",1683,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00387459741699762,-0.0131788767444104,0.00542968191041518,0.00474716851983188,0.41439075945822,2,"Stable","Stable"
"326",1686,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0308387403584677,0.00142388710829229,0.0602535936086431,NA,0.0436412421093112,1,"Increase","Increase"
"327",1689,"Varied","Varied","Varied","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0603006877257239,-0.313330950102056,0.192729574650608,0.129099444873581,0.640437549818571,12,"Stable","Stable"
"328",1696,"Increase","Increase","Varied","Increase","Increase","Varied","Varied","Varied","Varied","Varied",0.0299719192336428,0.0242511307875629,0.0356927076797228,0.00291882324940907,9.77180743471868e-25,2,"Increase","Increase"
"329",1703,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0315129713997275,0.0269741853716722,0.0360517574277829,NA,0.00721599175461742,1,"Increase","Increase"
"330",1705,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0181272472565117,-0.0320666230664481,-0.00418787144657527,NA,0.030487943203642,1,"Decline","Decline"
"331",1707,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.120367046888364,NA,NA,NA,NA,1,"Stable","Stable"
"332",1709,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0364063488621902,-0.0473927786436864,-0.025419919080694,0.00560542431807715,8.31202473323317e-11,6,"Decline","Decline"
"333",1710,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-1.48328156342423,NA,NA,NA,NA,1,"Stable","Stable"
"334",1711,"Stable","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Varied","Varied",0.0023115644599633,-0.00116837203599803,0.00579150095592463,0.0017755104294827,0.192945290284607,2,"Stable","Stable"
"335",1712,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Stable","Increase","Stable",0.0273337377249081,-0.000683596871125815,0.0553510723209421,NA,0.0539688120753379,1,"Increase","Stable"
"336",1714,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.379335247952575,-1.08722801382042,0.32855751791527,NA,0.147576310808669,1,"Stable","Stable"
"337",1717,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0334237554869223,NA,NA,NA,NA,1,"Stable","Stable"
"338",1720,"Decline","Varied","Varied","Decline","Varied","Varied","Varied","Varied","Varied","Varied",-0.0477602327536567,-0.119149582698493,0.0236291171911799,0.0364238070229589,0.189777804663483,2,"Stable","Stable"
"339",1725,"Varied","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.000106078182934396,-0.391886718725076,0.392098875090945,0.2,0.999576809297835,5,"Stable","Stable"
"340",1726,"Varied","Varied","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.172857393612268,-0.0159837996105692,0.361698586835105,0.0963493180040002,0.0728020419776335,59,"Increase","Stable"
"341",1727,"Varied","Varied","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.00221615433565369,-0.00431960418651011,0.00875191285781748,0.00333463194921796,0.506314438413615,181,"Stable","Stable"
"342",1729,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000851895088670687,-0.00886357065555158,0.00715978047821021,NA,0.821887593638677,1,"Stable","Stable"
"343",1731,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.0018343914778069,-0.00494095273980779,0.001272169784194,NA,0.210408093024234,1,"Stable","Stable"
"344",1732,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0230934097896829,0.0221561891210688,0.0240306304582971,NA,9.70447555409645e-27,1,"Increase","Increase"
"345",1735,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0177216684398827,0.00993952947580228,0.0255038074039631,NA,0.000241333439096463,1,"Increase","Increase"
"346",1736,"Increase","Increase","Varied","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0287409032846686,0.0143348610513989,0.0431469455179383,0.00735015660843909,9.22030638485154e-05,14,"Increase","Increase"
"347",1739,"Decline","Varied","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0163169689364473,-0.0241507250792594,-0.00848321279363511,0.00399688780232893,4.45694331771191e-05,3,"Decline","Decline"
"348",1742,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000252775395775192,-0.00158497327306138,0.001079422481511,0.000679705284277874,0.709974972574432,2,"Stable","Stable"
"349",1744,"Decline","Varied","Varied","Decline","Varied","Varied","Varied","Varied","Varied","Varied",-0.0519021654966003,-0.102632513742546,-0.001171817250655,0.0258833063495553,0.0449377083606061,2,"Decline","Decline"
