"","RN","Trend_01_60","Trend_02_60","Trend_05_60","Trend_01_maj","Trend_02_maj","Trend_05_maj","Trend_sig_01_60","Trend_sig_005_60","Trend_sig_01_maj","Trend_sig_005_maj","av_lmbd","loCI","upCI","se","p","N","Trend_meta_01","Trend_meta_005"
"869",3072,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",-0.00900146326397998,-0.0369052039004778,0.0189022773725179,0.0142368639712765,0.527214075689698,2,"Stable","Stable"
"870",3073,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00203685730742931,-0.00568629152597072,0.00976000614082934,NA,0.578552096237066,1,"Stable","Stable"
"871",3074,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0210524609786316,-0.0729297767711785,0.0308248548139154,NA,0.376757747436345,1,"Stable","Stable"
"872",3075,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0382663614924749,-0.060171043293682,-0.0163616796912678,NA,0.00299760863178973,1,"Decline","Decline"
"873",3076,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0267335415272948,-0.0378634191358627,-0.0156036639187269,NA,0.000210033078543381,1,"Decline","Decline"
"874",3078,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0213323906045622,0.0171041626504135,0.0255606185587109,0.00215729880115168,4.67098899766424e-23,2,"Increase","Increase"
"875",3079,"Decline","Decline","Stable","Decline","Decline","Stable","Varied","Varied","Stable","Stable",-0.0268862241206972,-0.0445847878444206,-0.00918766039697372,0.00903004538008221,0.00290686923203776,3,"Decline","Decline"
"876",3080,"Increase","Increase","Varied","Increase","Increase","Varied","Increase","Increase","Increase","Increase",0.0410160242855728,0.0209607820749452,0.0610712664962004,0.0102324544577455,6.11250944490387e-05,2,"Increase","Increase"
"877",3081,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0320520443344456,-0.0443185131201377,-0.0197855755487535,NA,7.99652862743146e-05,1,"Decline","Decline"
"878",3082,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00444302844893132,-0.00643596505184675,-0.0024500918460159,0.00101682307360515,1.24520108543092e-05,2,"Decline","Decline"
"879",3083,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00857539906321548,-0.00620857781154737,0.0233593759379783,NA,0.242936454867241,1,"Stable","Stable"
"880",3086,"Decline","Decline","Decline","Decline","Decline","Decline","Varied","Varied","Varied","Varied",-0.087314484375766,-0.131589861468119,-0.0430391072834126,0.0225898932029322,0.000110997619441662,4,"Decline","Decline"
"881",3088,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00027894659875173,-0.00486898004587343,0.00431108684836997,NA,0.901689306459452,1,"Stable","Stable"
"882",3090,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.153813500358605,NA,NA,NA,NA,1,"Stable","Stable"
"883",3091,"Varied","Varied","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.00856632332989514,-0.0617940361255519,0.0446613894657616,0.0271574953496647,0.752434225429485,6,"Stable","Stable"
"884",3092,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Stable","Decline","Stable",-0.01921208241771,-0.0388936699931422,0.000469505157722202,NA,0.0549776936920185,1,"Decline","Stable"
"885",3093,"Decline","Varied","Stable","Decline","Decline","Stable","Varied","Varied","Decline","Stable",-0.0193464325189884,-0.0319338014194997,-0.0067590636184771,0.00642224500031575,0.00259182615724913,21,"Decline","Decline"
"886",3094,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0160137067002921,-0.0228836128065675,-0.00914380059401667,NA,8.59724106015063e-05,1,"Decline","Decline"
"887",3095,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0187335998445678,-0.0222577829479194,0.059724982637055,NA,0.273298570452744,1,"Stable","Stable"
"888",3096,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Stable","Increase","Stable",0.0227760340587523,-0.00112560958051113,0.0466776776980158,NA,0.0605220063615819,1,"Increase","Stable"
"889",3097,"Varied","Decline","Stable","Decline","Decline","Stable","Varied","Stable","Stable","Stable",-0.025193143310119,-0.033842757708852,-0.016543528911386,0.00441314966344282,1.13873293196242e-08,3,"Decline","Decline"
"890",3098,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0194713294756213,0.00559938347218857,0.033343275479054,NA,0.00751582030665863,1,"Increase","Increase"
"891",3099,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.0012506385664751,-0.0372520340204538,0.0347507568875036,NA,0.938119551074298,1,"Stable","Stable"
"892",3100,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000817706820248541,-0.0606738611032518,0.0590384474627547,NA,0.958472545872445,1,"Stable","Stable"
"893",3102,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0592055580877205,NA,NA,NA,NA,1,"Stable","Stable"
"894",3103,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0194388095741429,0.0091141096050717,0.0297635095432142,NA,0.00048366345192952,1,"Increase","Increase"
"895",3105,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.179540517498621,NA,NA,NA,NA,1,"Stable","Stable"
"896",3107,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",0.0405895640206899,-0.0476987392913156,0.128877867332695,0.0450458804388307,0.367550246371801,2,"Stable","Stable"
"897",3108,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0237983280782127,0.0192731118090927,0.0283235443473327,NA,1.487809275165e-12,1,"Increase","Increase"
"898",3109,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.747735198429317,-1.36753023073388,-0.127940166124755,0.316227766016838,0.0180521700689487,2,"Decline","Decline"
"899",3110,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0117161651616556,0.00205454810806587,0.0213777822152453,0.00492948703639421,0.0174658554726722,6,"Increase","Increase"
"900",3111,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",-0.00433934891932909,-0.0397678782755242,0.0310891804368661,0.0180761124365809,0.810283855831345,4,"Stable","Stable"
"901",3113,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0509807184044921,-0.115620497106705,0.013659060297721,0.0329800849465008,0.122152121873058,3,"Stable","Stable"
"902",3116,"Varied","Stable","Stable","Varied","Stable","Stable","Varied","Varied","Decline","Stable",-0.00384009986367875,-0.0167912465789578,0.00911104685160034,0.00660784933674092,0.561144643367355,8,"Stable","Stable"
"903",3119,"Varied","Stable","Stable","Varied","Stable","Stable","Varied","Varied","Varied","Varied",1.23750200315929e-05,-0.0310834207485831,0.0311081707886462,0.0158654934549279,0.999377653367688,2,"Stable","Stable"
"904",3122,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0568955974343888,0.0495343626075258,0.0642568322612517,NA,6.31353754001593e-13,1,"Increase","Increase"
"905",3123,"Varied","Varied","Stable","Varied","Varied","Stable","Increase","Increase","Increase","Increase",0.0147770195614779,-0.00507255524745759,0.0346265943704134,0.0101275201817515,0.144538812722428,2,"Stable","Stable"
"906",3127,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.20035983378252,NA,NA,NA,NA,1,"Stable","Stable"
"907",3128,"Varied","Varied","Varied","Decline","Varied","Stable","Varied","Stable","Stable","Stable",-0.0123654588321665,-0.0251305704131928,0.000399652748859905,0.0065129317077844,0.0576169532294078,3,"Decline","Stable"
"908",3129,"Decline","Varied","Stable","Decline","Decline","Stable","Decline","Varied","Decline","Decline",-0.0198917343400047,-0.0344256334149411,-0.00535783526506824,0.00741539088961736,0.00730756756119214,11,"Decline","Decline"
"909",3130,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0247020670229529,-0.032176676952888,-0.0172274570930178,NA,3.97747445260116e-06,1,"Decline","Decline"
"910",3133,"Increase","Increase","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.066220732242376,-0.00266522321533694,0.135106687700089,0.0351465414676375,0.0595470889485429,5,"Increase","Stable"
"911",3134,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Stable","Increase","Stable",0.0311785678483464,-0.000519409456797282,0.0628765451534901,NA,0.0534977437544606,1,"Increase","Stable"
"912",3135,"Decline","Varied","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0200786494597679,-0.0277257096699666,-0.0124315892495693,0.00390163302515643,2.65792213422946e-07,9,"Decline","Decline"
"913",3148,"Increase","Varied","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0325438159091184,0.00230802634747326,0.0627796054707636,0.0154267067150933,0.0348948617333988,7,"Increase","Increase"
"914",3149,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.124881683845393,-0.482899846499768,0.233136478808982,NA,0.387655209853819,1,"Stable","Stable"
"915",3150,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0236280419455954,-0.0985910932643493,0.0513350093731584,NA,0.469828546727164,1,"Stable","Stable"
"916",3154,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0651194773613721,-3.22397591648777,3.09373696176502,NA,0.836909753157404,1,"Stable","Stable"
"917",3155,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",-0.027254871144531,-0.057704983960589,0.003195241671527,0.0155360573236267,0.0793794929895721,4,"Decline","Stable"
"918",3156,"Increase","Increase","Varied","Increase","Increase","Varied","Increase","Increase","Increase","Increase",0.0264998733559014,-0.0101386362954957,0.0631383830072984,0.0186934606658066,0.156307212673357,4,"Stable","Stable"
"919",3157,"Varied","Varied","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0387397542749406,-0.0390987848881696,0.116578293438051,0.0397142701483755,0.329331231070791,3,"Stable","Stable"
"920",3158,"Increase","Varied","Varied","Increase","Varied","Varied","Varied","Varied","Varied","Varied",0.0416803378310833,-0.00550896306179294,0.0888696387239596,0.0240766163384121,0.083424248296724,2,"Increase","Stable"
"921",3159,"Stable","Stable","Stable","Stable","Stable","Stable","Increase","Increase","Increase","Increase",0.00582081028759355,0.0020428146097698,0.0095988059654173,0.00192758423502886,0.00252988699387641,9,"Increase","Increase"
"922",3160,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0171134027252145,-0.126315526915435,0.0920887214650062,NA,0.740348392361463,1,"Stable","Stable"
"923",3162,"Varied","Varied","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.00685635754699647,-0.00719845807339697,0.0209111731673899,0.00717095606411956,0.339007170923358,14,"Stable","Stable"
"924",3164,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0333747321562753,0.0213872497240258,0.0453622145885248,0.00611617485158158,4.84796683898728e-08,3,"Increase","Increase"
"925",3165,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0368142720735843,-0.0588346102242674,-0.0147939339229013,NA,0.00972129322968112,1,"Decline","Decline"
"926",3166,"Increase","Increase","Increase","Increase","Increase","Increase","Varied","Varied","Stable","Stable",0.0807771697706932,0.0352039912139531,0.126350348327433,0.0232520489744789,0.000512797884568555,3,"Increase","Increase"
"927",3169,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0295607260593362,-0.819228785951682,0.76010733383301,NA,0.717355121244058,1,"Stable","Stable"
"928",3177,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.126836988569465,-0.0305911070640681,0.284265084202998,0.0803219328902499,0.114311339087549,31,"Stable","Stable"
"929",3178,"Varied","Varied","Stable","Decline","Varied","Stable","Varied","Varied","Decline","Decline",-0.0271827652498996,-0.0644887457029099,0.0101232152031107,0.019034013250894,0.153258678837968,5,"Stable","Stable"
"930",3179,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0242571315403388,-0.102896077349031,0.0543818142683532,NA,0.497102377458645,1,"Stable","Stable"
"931",3180,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",-0.119994680623287,-0.739789712927848,0.499800351681275,0.316227766016838,0.704348902641641,2,"Stable","Stable"
"932",3182,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0649117693666099,0.00632163038761565,0.123501908345604,NA,0.0329123218412554,1,"Increase","Increase"
"933",3184,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0588450790339516,-0.00173066495867107,0.119420823026574,0.0309065597482589,0.0569144434119722,4,"Increase","Stable"
"934",3185,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0492634724242564,-0.0413997865701316,0.139926731418644,NA,0.205890002477212,1,"Stable","Stable"
"935",3189,"Decline","Decline","Varied","Decline","Decline","Varied","Decline","Decline","Decline","Decline",-0.0550901684081421,-0.0829528708570993,-0.027227465959185,0.0142159257357455,0.000106518296119512,2,"Decline","Decline"
"936",3193,"Varied","Stable","Stable","Varied","Stable","Stable","Stable","Stable","Stable","Stable",-0.00548179573642995,-0.0228858166792348,0.0119222252063749,0.00887976568961755,0.537013370963352,7,"Stable","Stable"
"937",3198,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",-0.00488884372585869,-0.0917725815813653,0.0819948941296479,0.0443292522417934,0.912183493533068,2,"Stable","Stable"
"938",3199,"Varied","Varied","Varied","Increase","Increase","Varied","Stable","Stable","Stable","Stable",0.0126627827635758,-0.0829864720344115,0.108312037561563,0.0488015369427481,0.795268706070067,3,"Stable","Stable"
"939",3206,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0480816252046897,0.0420319710351601,0.0541312793742193,NA,2.11611906467611e-12,1,"Increase","Increase"
"940",3207,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0759535216268998,-0.464736222992793,0.616643266246593,NA,0.3251096704262,1,"Stable","Stable"
"941",3208,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00145448094679353,-0.00216772851571614,0.00507669040930321,0.00184810001157226,0.4312735553483,2,"Stable","Stable"
"942",3209,"Decline","Varied","Stable","Decline","Varied","Stable","Stable","Stable","Stable","Stable",-0.00949801907443558,-0.0243065913386688,0.00531055318979764,0.00755553284705298,0.208719404721327,8,"Stable","Stable"
"943",3211,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0274421477052765,-1.14524548849773,1.09036119308717,NA,0.807503397216201,1,"Stable","Stable"
"944",3214,"Varied","Varied","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0617348555288855,-0.330257941379125,0.453727652436896,0.2,0.757569312407796,5,"Stable","Stable"
"945",3223,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",-0.0427048220940085,-0.434697619002019,0.349287974814002,0.2,0.830918185276968,5,"Stable","Stable"
"946",3224,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",0.014916940430046,-0.377075856477965,0.406909737338057,0.2,0.940545146133275,5,"Stable","Stable"
"947",3225,"Decline","Decline","Stable","Decline","Decline","Stable","Varied","Varied","Stable","Stable",-0.0209766836513547,-0.0325632556713327,-0.00939011163137667,0.00591162496421946,0.00038761059916329,3,"Decline","Decline"
"948",3227,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.148414518521842,-0.575675184721516,0.278846147677833,NA,0.141843615515486,1,"Stable","Stable"
"949",3228,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.142322932554237,-0.199909130292759,-0.0847367348157155,0.0293812530193179,1.27247814496463e-06,2,"Decline","Decline"
"950",3230,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000424842224206069,-0.392417639132217,0.391567954683805,0.2,0.998305126017267,5,"Stable","Stable"
"951",3231,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.240008938845913,-0.522049618934854,1.00206749662668,NA,0.308141330754765,1,"Stable","Stable"
"952",3232,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.12583434879225,0.0445341329889449,0.207134564595555,NA,0.00910248983746607,1,"Increase","Increase"
"953",3247,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0285899956564439,-0.591205036648118,0.648385027961005,0.316227766016838,0.92796180407275,2,"Stable","Stable"
"954",3253,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.204035484922661,-0.0790913206464259,0.487162290491749,NA,0.105622995427782,1,"Stable","Stable"
"955",3256,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.318365557996511,NA,NA,NA,NA,1,"Stable","Stable"
"956",3257,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0234752199850436,-0.0054390082068542,0.0523894481769415,NA,0.105575455050594,1,"Stable","Stable"
"957",3258,"Stable","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Varied","Varied",-9.2723531739182e-05,-0.00109164070157579,0.000906193638097423,0.000509660982403726,0.855636260743607,8,"Stable","Stable"
"958",3262,"Increase","Increase","Varied","Increase","Increase","Varied","Stable","Stable","Stable","Stable",0.0595943034886901,0.025530864966648,0.0936577420107322,0.0173796247230715,0.000605864715470843,4,"Increase","Increase"
"959",3264,"Decline","Varied","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0231789682843192,-0.0591933660978379,0.0128354295291995,0.0183750304074951,0.207150953776384,7,"Stable","Stable"
"960",3265,"Stable","Stable","Stable","Stable","Stable","Stable","Increase","Increase","Increase","Increase",0.00706633818567024,0.00590939768881149,0.008223278682529,NA,1.07488095907313e-15,1,"Increase","Increase"
"961",3266,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.130651719013878,-0.22280473921669,-0.0384986988110664,0.0470177110037241,0.00545640227015207,6,"Decline","Decline"
"962",3270,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0450811308354807,-0.102851283541771,0.01268902187081,NA,0.115661561303163,1,"Stable","Stable"
"963",3280,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",-0.00625192376309685,-0.0248694660610552,0.0123656185348615,0.00949892061528229,0.510427602249067,2,"Stable","Stable"
"964",3281,"Stable","Stable","Stable","Stable","Stable","Stable","Increase","Increase","Increase","Increase",0.00619460459072678,0.000924966168657809,0.0114642430127957,NA,0.0227189357204177,1,"Increase","Increase"
"965",3282,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0322917782450863,-0.0260462957624242,0.0906298522525968,NA,0.26332023129721,1,"Stable","Stable"
"966",3283,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0760389073194431,-0.27601707015381,0.123939255514924,NA,0.312897345059227,1,"Stable","Stable"
"967",3286,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",-0.0125153321028529,-0.0289370292135236,0.00390636500781773,0.00837857085140488,0.135245908656802,4,"Stable","Stable"
"968",3293,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.064075722465174,0.0222992176471524,0.105852227283196,NA,0.00517599881650097,1,"Increase","Increase"
"969",3294,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0304394388727755,-0.650234471177337,0.589355593431786,0.316227766016838,0.923315701006105,2,"Stable","Stable"
"970",3295,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Stable","Varied","Stable",-0.0045084822802639,-0.0422307123562136,0.0332137477956858,0.0192463894099574,0.814790272600723,2,"Stable","Stable"
"971",3300,"Stable","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Varied","Varied",0.00118796582529321,-0.00347715416558627,0.00585308581617269,0.00238020699751493,0.617707601942501,2,"Stable","Stable"
"972",3302,"Varied","Varied","Stable","Decline","Varied","Stable","Stable","Stable","Stable","Stable",0.00116487587406389,-0.0116567971781306,0.0139865489262584,0.00654179013151782,0.858670486367903,23,"Stable","Stable"
"973",3304,"Varied","Varied","Varied","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0484166887202863,-0.0209962298770684,0.117829607317641,0.0354154051527859,0.171591411742556,5,"Stable","Stable"
"974",3305,"Varied","Varied","Varied","Decline","Decline","Varied","Stable","Stable","Stable","Stable",-0.0653444154038982,-0.194457041725889,0.0637682109180921,0.0658749994083638,0.321224066184388,4,"Stable","Stable"
"975",3307,"Increase","Increase","Varied","Increase","Increase","Varied","Stable","Stable","Stable","Stable",0.112617582018905,-0.0802719381927437,0.305507102230553,0.098414828911723,0.252492952820022,2,"Stable","Stable"
"976",3309,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",-0.0119194580444438,-0.631714490349005,0.607875574260118,0.316227766016838,0.969932747530388,2,"Stable","Stable"
"977",3310,"Decline","Varied","Varied","Decline","Decline","Varied","Varied","Stable","Stable","Stable",-0.0288030907053528,-0.0617151733421051,0.0041089919313996,0.0167921874566873,0.0862962236720691,9,"Decline","Stable"
"978",3314,"Varied","Varied","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0287218625539055,-0.00355437817482542,0.0609981032826365,0.0164677723587381,0.0811371993879465,10,"Increase","Stable"
"979",3316,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.148943611271184,0.0840771259479967,0.213810096594372,NA,0.000977089486938869,1,"Increase","Increase"
"980",3322,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0283257832297292,-0.0237987389652299,0.0804503054246883,NA,0.144338701232002,1,"Stable","Stable"
"981",3324,"Varied","Varied","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",0.0932299798564625,-0.0755132322862971,0.261973191999222,0.0860950575999276,0.278864970199726,8,"Stable","Stable"
"982",3327,"Varied","Varied","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0494299752546064,-0.216706983864831,0.117847033355618,0.0853469808270379,0.562477914937711,9,"Stable","Stable"
"983",3328,"Decline","Decline","Varied","Decline","Decline","Varied","Stable","Stable","Stable","Stable",-0.102059991327921,-0.721855023632483,0.51773504097664,0.316227766016838,0.746890618253146,2,"Stable","Stable"
"984",3334,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0606186931769526,-0.0385558971085512,0.159793283462456,NA,0.119263859916151,1,"Stable","Stable"
"985",3361,"Increase","Increase","Increase","Increase","Increase","Increase","Varied","Varied","Varied","Varied",0.118761743599196,0.0563930225220544,0.181130464676338,0.0318213607847381,0.000189860632379919,2,"Increase","Increase"
"986",3364,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0112368428541149,-0.0260140395831092,0.00354035387487947,NA,0.121068672906582,1,"Stable","Stable"
"987",3368,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.0759606255745756,-0.10901926223824,-0.0429019889109115,NA,0.00135273258577921,1,"Decline","Decline"
"988",3369,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.11316217904908,-0.139703536698474,-0.0866208213996872,0.0135417578377705,6.45870457599717e-17,5,"Decline","Decline"
"989",3371,"Decline","Decline","Stable","Decline","Decline","Stable","Varied","Stable","Varied","Stable",-0.0474199814503427,-0.0826049511790611,-0.0122350117216244,0.0179518450370787,0.00825373262249257,2,"Decline","Decline"
"990",3374,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.011553131602112,-0.0228029265987195,-0.000303336605504568,NA,0.0446928772705983,1,"Decline","Decline"
"991",3375,"Varied","Varied","Varied","Decline","Varied","Varied","Stable","Stable","Stable","Stable",0.00672133793896753,-0.105220176071229,0.118662851949164,0.0571140668365219,0.906319070121564,3,"Stable","Stable"
"992",3377,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0127325468314206,0.00320731948429309,0.0222577741785481,NA,0.0130214523334363,1,"Increase","Increase"
"993",3380,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0908053565567133,0.041664371099236,0.139946342014191,NA,0.00208615461182881,1,"Increase","Increase"
"994",3382,"Decline","Decline","Decline","Decline","Decline","Decline","Varied","Stable","Stable","Stable",-0.154857810243235,-0.312414798365314,0.00269917787884333,0.0803876955724024,0.0540560717226105,5,"Decline","Stable"
"995",3383,"Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable","Stable","Stable",0.0389858456697906,-0.0682979499577432,0.146269641297324,0.0547376362391221,0.476321695148953,3,"Stable","Stable"
"996",3384,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",-0.0335441152220331,-0.112049201488483,0.0449609710444163,0.0400543514501733,0.402331273570404,2,"Stable","Stable"
"997",3385,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000766411309411347,-0.00635094460406388,0.00481812198524118,NA,0.759744456525319,1,"Stable","Stable"
"998",3386,"Varied","Varied","Varied","Decline","Decline","Varied","Stable","Stable","Stable","Stable",-0.0502905284110932,-0.0816564552612215,-0.0189246015609649,0.0160033179678498,0.00167508077043095,3,"Decline","Decline"
"999",3391,"Decline","Varied","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0297915513297331,-0.294073041091696,0.234489938432229,0.134839972492648,0.82513910635306,11,"Stable","Stable"
"1000",3393,"Stable","Stable","Stable","Stable","Stable","Stable","Increase","Increase","Increase","Increase",0.00624574424457907,0.00288848943077859,0.00960299905837955,NA,0.000851821046300887,1,"Increase","Increase"
"1001",3396,"Varied","Varied","Varied","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0161315876937585,-0.280413077455721,0.248149902068204,0.134839972492648,0.904772248279145,11,"Stable","Stable"
"1002",3397,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0649408069330245,NA,NA,NA,NA,1,"Stable","Stable"
"1003",3398,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.0015885576565543,-0.00932064858128449,0.00614353326817589,0.00394501683996234,0.687187700486712,2,"Stable","Stable"
"1004",3406,"Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied","Varied",-0.0359882516791471,-0.196506672111992,0.124530168753698,0.0818986581891268,0.66035420064721,2,"Stable","Stable"
"1005",3411,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.0505491391068574,-0.0938296512267373,-0.00726862698697749,NA,0.0273572952166358,1,"Decline","Decline"
